ID,Description,Source,Root_Form,Root_Gloss,Root_Language,Comment,Justification,revised_by,Ideophonic,Dyen,proposedAsCognateTo_pk,proposedAsCognateToScale,parallelDerivation,Root_Form_calc,Root_Language_calc,supersetid
6325,,"442[258{S.v. 4755 Skt. cāra- (2) m. 'motion, course' ChUp. 2. '*grazing, *fodder'. [~ cāla- 2. √car].}];172[I:534-535{Cf. s.v. Ved. √car-ⁱ 'sich bewegen, wandeln, gehen, wandern, fahren', from PIE *kʷel(H)- (cf. Gk. πέλομαι, Lat. colō, etc.).}];141[386-388{Cf. s.v. *kʷelh₁- 'eine Drehung machen, sich umdrehen, sich (um-, zu-)wenden' (IEW 639-40).}]",*kʷelh₁-,,Proto-Indo-European,,"As though continuing Sanskrit cāra- *'grazing, fodder' (< 'motion, course'), cf. [Turner 1962–1966](src-442):258 no. 4471. Further derived from Vedic √car-ⁱ 'to move oneself, go, walk, move, stir, roam about, wander', ultimately from PIE *kʷelh₁- 'to make a turn, turn oneself around' ([EWAia](src-172) I:534-535, cf. [LIV²](src-141) 386-388).",4,false,,,0,false,,,176
6326,,"352[576{Cf. s.v. Old Lithuanian liáuti 'aufhören, aufhören zu sündigen| Buße tun' (BSl. cf. Latv. ļaũt 'erlauben, zulassen'| OPr. aulāut 'sterben', Ukr. livýti 'nachlassen', OCz. leviti 'lindern'| IE cf. Goth. lewjan 'verraten', OE lǣwan 'id.'). The Baltic forms find the best generally agreed connection with Germanic lexemes, but further connections are disputed. The IE root identification for these forms is less clear, perhaps a u-stem to *leh₁- 'nachlassen, (zu)lassen' (so LIV² 399), perhaps alternatively a root *leu̯H- 'abschneiden, lösen' with laryngeal metathesis.}];686[36{S.v. OPr. aulāut 'sterben', corresponds to Lith. liáuti + preverb au-.}];141[399{Cf. s.v. *leh₁- 'nachlassen, (zu)lassen' (IEW 666, 682-3), where a present stem ?*léh₁-/*l̥h₁-u- is suggested for Goth. lewjan 'verraten', Latv. ļaũju 'zulassen, erlauben', Ukr. livlijú 'nachlassen', etc.}]",?*leh₁-,,Proto-Indo-European,,"Precise root identification uncertain. [LIV²](src-141) 399 suggests a connection to *leh₁- 'nachlassen, (zu)lassen', but cf. [ALEW](src-352) 576 which also suggests the possibility of connections to the root *leu̯H- 'abschneiden, lösen' (cf. [LIV²](src-141) 681-682) with a laryngeal metathesis.",4,false,,,0,false,,,
6327,,"531[654{Cf. s.v. Lith. švarùs 'czysty', etymology unclear.}];360[1040]",nešvarùs,,Lithuanian,,"Lit. 'not-clean', cf. Lithuanian švarùs 'clean', of uncertain etymology ([Smoczyński 2007](src-531):654, cf. [Fraenkel 1962–1965](src-360):1040 for older proposals). [Not in [Derksen 2015](src-353)].",4,false,,,0,false,,,
6328,,,,,,,,,false,,,0,false,koḷa (pāṭa),Sinhalese,
6329,,"352[177-180, 193-194{S.v. OLith. darýti 'machen, tun' (BSl. cf. Latv. darît, 'tun, machen', derivative with an o-grade root from the word family from Lith. derė́ti 'abmachen, verhandeln, sich einigen, sich verpflichten, sich verloben' (Latv. derêt), from PIE *dʰer- 'fest machen' (cf. Ved. dhar- 'festhalten, stützen', OAv. dar- 'festhalten', OPers. dar- 'besitzen, haben', Lat. ferē (adv.), fermē (adv.) 'ungefähr, nahezu, fast', firmus (adj.) 'stark, fest| dauerhaft, beständig').}];141[145-146{S.v. *dʰer- 'befestigen, fixieren' (IEW 252-3).}];531[93-94{S.v. Lith. darýti 'robić, czynić, sprawać' (Latv. darît), to be derived from PIE *dʰer-, cf. Av. dərətā, Ved. dādā́ra, etc.}];353[116{S.v. Lith. daryti 'do', from PIE *dʰor-eie- (cf. Skt. dhārayati 'hold').}]",*dʰer-,,Proto-Indo-European,,"Baltic lexemes continuing derivatives of PIE *dʰer- 'to fix, make firm' ([LIV²](src-141) 145-146, [ALEW](src-352) 177-180, 193-194, [Derksen 2015](src-353):116, [Smoczyński 2007](src-531):93-94).",4,false,,,0,false,,,74
6331,,"352[896-897{Cf. s.v. OLith. sègti 'heften'. Old Prussian seggīt might be connected to the Old Lithuanian form, and if so from PIE 1. *seg- 'heften' (LIV² p.516, IEW 887-8), but the connection of the Old Prussian forms to the Old Lithuanian ones is not entirely clear.}];686[325-326{S.v. OPr. siggīt (inf.) 'tun'| the verb still lacks a clear etymology.}]",seggit,,Old Prussian,,"Etymology uncertain, cf. [Smoczyński 2005](src-686):325-326, [ALEW](src-352) 896-897 for further discussion.",4,false,,,0,false,,,
6332,,"66[1638{S.v. χλωρός '(pale) green' < PIE *g̑ʰl̥h₃-ró-.  The same root *g̑ʰelh₃- 'green, yellow' occurs in Baltic, Slavic, and Latin, but with different derivations (e.g. Lith. žélti 'to green, sprout', OCS зєлєнъ (translating Greek χλωρός, πράσινος), Lat. holus 'green plants, vegetables, cabbage').}];50[160{S.v. Proto-Celtic *glasto- 'green, blue'. ""In principle these forms could represent PIE *g̑lh₃-stó- > *glāsto- > *glasto- (by Dybo's shortening). The PIE root would have been *g̑ʰelh₃- 'yellow, green' ([IEW](src-49) 429ff.), as in *gel(w)o-. Cf. also MHG glasta 'shine', which may reflect a prehistoric borrowing from Celtic (if it is related at all).""}];172[II:805-806{S.v. Ved. hári- 'fahl, gelblich, grünlich' < PIE *g̑ʰelh₃-i- (cf. Gk. χλωρός 'pale green, green-yellow', OHG gelo 'yellow', Lith. žélti 'to flourish, turn green').}];81[541{S.v. Proto-Slavic *zelenъ, based on a full-grade formation from PIE *g̑ʰelh₃-, cf. *žьltъ adj. 'yellow' [cognate set 7535](cog-7535) based on a zero-grade fromation *g̑ʰl̥h₃-.}];353[511-512{S.v. Lith. žãlias 'green', from PIE *g̑ʰelh₃-i- (cf. Skt. hári- 'fallow, yellowish, greenish').}];352[1285-1286, 1296{Cf. s.v. Lith. -žala, atžalà 'junger Zweig, Spross, Schössling' with derivatives žalė́tis 'grün werden' and žãlinti 'grün machen', o-grade formations to Lith. žélti 'grünen, sprießen', derived from PIE *g̑ʰelh₃- 'hellgrün' (cf. Ved. hári- 'fahl, gelblich, grünlich', YAv. zairi-, zāiri- (adj.) 'gelb', Gk. χλωρός 'hellgrün, blassgrün, grüngelb, gelblich, blass| frisch, lebendig', Lat. holus, -eris 'Grünzeug, Gemüse').}]",*g̑ʰelh₃-,,Proto-Indo-European,,"Hellenic, Indo-Iranic, Balto-Slavic, and Celtic lexemes derived from PIE *g̑ʰelh₃- 'green, yellow' ([Beekes 2010](src-66):1638, [EWAia](src-172) II:805-806, [ALEW](src-352) 1285-1286, 1296, [Derksen 2015](src-353):511-512, [Derksen 2008](src-81):541, [Matasović 2009](src-50):160).",4,false,,,0,false,,,102
6333,,"686[382{S.v. OPr. ūlint (inf.) 'kämpfen'. Without a suitable etymology| the traditional connection of ūlint with Cz. váleti 'bekriegen', válka 'Krieg' is questionable.}]",ūlint,,Old Prussian,,Without certain etymology ([Smoczyński 2005](src-686):382).,4,false,,,0,false,,,
6334,,"352[878-879{Cf. s.v. OLith. rū̃kti 'rauchen, qualmen' (derived noun rū̃kas 'Nebel, Rauch'). The word family of rū̃kti is best explained as a loan from Germanic (cf. ON riúka 'rauchen', OE rēocan 'rauchen, dampfen, qualmen' OHG riohhan 'rauchen, dampfen, dunsten' etc.).}];531[524{Cf. s.v. Lith. rū̃kti 'dymić się, kurzyć się, kopić się'| without etymology, transponat PIE *reu̯k-.}]",rū̃kas,,Lithuanian,,"Etymology uncertain, perhaps a loanword from Germanic (cf. [ALEW](src-352) 878-879, [Smoczyński 2007](src-531):524).",4,false,,,0,false,,,
6335,,"352[1017{Cf. s.v. Old Lithuanian šė́kas 'Gras, Heu' (BSl. Latv. sȩ̂ks 'frisch gemähtes Gras als Viehfutter', OPr. schokis 'Gras', from PIE *k̑éh₁k⁽ʷ⁾o- 'gemähtes Gras, Heu' (cf. Ved. śāka- 'Küchenkraut, Gemüse', ONor. há 'Grummet, zweite Mahd'). The transmitted form of the Old Prussian lexeme is unexpected. Sch- does not correspond to Latv. s- as is the vowel o to Lith. ė, Latv. ȩ̂. The dependability of the IE reconstruction is impaired by these uncertainties in the Old Prussian form.}]",*k̑eh₁k⁽ʷ⁾o-,,Proto-Indo-European,,"As though from PIE *k̑éh₁k⁽ʷ⁾o- 'mowed grass'; The Old Prussian form shows some unexpected deviations from the East Baltic cognates (Lith. šė́kas 'grass, hay', Latv. sȩ̂ks 'freshly cut grass as cow-fodder'). Cf. [ALEW](src-352) 1017 for further discussion.",4,false,,,0,false,,,
6336,,"269[{Probably a borrowing from Greek, if the etymology proposed by Andriotis (1974:370) for Tsakonian μελιγκόνι holds. Cf. discussion in at [cognate set 6209](cog-6209).}];105[257{Cf. s.v. Alb. merimangë 'spider' with variants merimagë, mirëmangë, milimangë, milingonë, and merimajkë, to be interpreted as tabooistic distortions of merming 'id.' borrowed from Modern Greek μυρμῆγγι 'ant, midget'.}]",milingonë,,Albanian: Standard,,"More precise origins uncertain, but possibly a loanword from Greek (cf. [Orel 1998](src-105):257 and discussion in [cognate set 6209](cog-6209)).",4,false,,,0,false,,,
6337,,"352[490{S.v. OLith. kíetas 'hart, fest' (BSl. Latv. ciêts, ciêss 'hart, fest| streng'). The Baltic material is traditionally connected with SCr. cȉtī 'genauso, gleich, zusammen', but there is no secure further comparanda outside of Balto-Slavic.}]",,,,"cf. S, Cr. čȉt 'whole'","Extra-Baltic connections unclear. The traditional connection to the family of Serbo-Croat čȉt 'whole', etc. is improbable ([ALEW](src-352) 490, cf. also [Fraenkel 1962–1965](src-360):252, [Smoczyński 2007](src-531):285). [Not in [Derksen 2015](src-353)].",4,false,,,0,false,kíetas,,
6338,,"352[940-941{S.v. OLith. slė̃pti 'verbergen, verstecken, verheimlichen' (BSl. Latv. slèpt 'verbergen, verheimlichen, hehlen| heimlich, im Verborgenen gehen'. No clear etymology outside of Baltic. Often considered is a connection to *klep- '(heimlich) stehlen, verbergen' found in Gk. κλέπω 'stehle (heimlich), hintergehe', Lat. clepō, -ere, Goth. hlifan 'stehlen'. This root can be continued in OPr. niauklipts 'unverborgen'. Formally the East Baltic lexemes may continue *slep- (cf. also *slìpti 'schleichen, sich unbemerkt bewegen').}];141[363-364{Cf. s.v. *klep- '(heimlich) stehlen, verbergen' (IEW 604). Under the present stem *klép-e- ?Lith. slepiù (slė̃pti) 'verbergen' might be connected, if there is a secondary s-mobile and the initial cluster *skl- may be simplified to *sl- (cf. n4).}]",*slep-,,East Baltic,,"No clear etymology outside of Baltic. A connection with PIE *klep- '(secretly) steal', hide' is often considered, but is only possible if one considers a secondary s-mobile and if the initial cluster *skl- can be simplified to *sl- ([LIV²](src-141) 363-364, [ALEW](src-352) 940-941).",4,false,,5450,0,false,,,
6339,,"165[187-188{S.v. Proto-Germanic *grētan- 'to wail' (Goth. gretan- 'to cry', ON gráta- 'id.', from PIE *g̑ʰréh₁d-e-, cf. Skt. hrādate 'to sound' < *g̑ʰreh₁d-e-, W griddfan 'to groan' < *g̑ʰreh₁d-).}];141[202{S.v. ?*⁽g̑⁾ʰreh₁d- 'weinen' (IEW 439). Only Germanic.}];556[241{S.v. Gmc. *grǣt-a- 'weinen', without secure comparisons outside of Germanic.}];269[{Etymological connections outside of Germanic not certainly agreed (cf. Seebold 1970:241, LIV² 202), but cf. Kroonen (2013:187-188) for proposed connections in Indic and Celtic.}];179[160-161{S.v. Goth. G106. gretan. Etymology outside of Germanic uncertain. Older proposals (e.g. [IEW](src-49) 439) uncertain. No ascertainable cognates| possibly an onomatopoeic formation.}]",*grētan-,,Proto-Germanic,,"Connections outside of Germanic uncertain ([Seebold 1970](src-556):241, [Lehmann 1986](src-179):160-161, [LIV²](src-141) 202), but cf. [Kroonen 2013](src-165):187-188 for proposed connections in Indic and Celtic.",4,false,,,0,false,,,
6340,,"54[96{S.v. Lat. casa 'cottage, hut'. Origins disputed| possibly an early loanword in Latin.}];316[103{S.v. Lat. casa 'hutte, cabane', popular word of unknown origin. The intervocalic -s- is suggestive of a loanword from a pre-Indo-European language.}];444[165-166{S.v. 1728 Lat. casa 'Haus'.}]",casa,,Latin,,"Romance lexemes from Latin casa 'small house, hut, cabin' ([Meyer-Lübke 1935](src-444):165-166). Further origins uncertain, possibly a loanword from one of the non-Indo-European languages of Ancient Italy ([Ernout & Meillet 1985](src-316):103, [de Vaan 2008](src-54):96).",4,false,,,0,false,,,
6342,,"353[161{S.v. Lith. gailùs 'sharp, bitter, cold, lamentable, cold, angry', Proto-Balto-Slavic *goilos (cf. Latv. gails 'voluptous, slender, without branches, glowing', OPruss. gaylis 'white', OCS dzělъ, Russ. zeló)| perhaps to PIE *gʰoi-lo- if comparable with OHG geil 'reckless, frolic, strong'.}];352[280-281{Cf. s.v. OLith. gaĩla 'schmerzlich, bedauerlich, schade'| Latv. gaîlêt, gàilêt 'glimmen, glühen' gàile 'Glimmen, Glut', and OPr. gaylis 'weiß' are probably not root-cognate on the basis of the divergent semantics.}]",gaylis,,Old Prussian,,"Etymology outside of Baltic uncertain. Sometimes compared to Lithuanian gaĩla 'painful, unfortunate, pitiable', although the connection is uncertain due to the diverging semantics ([ALEW](src-352) 280-281, cf. [Derksen 2015](src-353):161, accepting the etymology).",4,false,,,0,false,,,
6346,,,,,,"cf. Turner 1962-66, no. 3890; compare 'fear' from *der- 'peirce, tear, split, burst' [cognate set 2259](cog-2259)",,,false,,,0,false,khotson,Kashmiri,
6347,,352[523{S.v. OLith. krẽklas 'weibliche Brust' (BSl. cf. OPr. kraclan 'Brust'). No clear comparisons outside of Balto-Slavic.}],kraclan,,Old Prussian,,Cf. Old Lithuanian krẽklas 'female breast'; no certain etymology outside of Baltic (cf. [ALEW](src-352) 523).,4,false,,,0,false,,,
6348,,,krūškurvis,,Latvian,,,,false,,,0,false,,,
6349,,"352[308{S.v. OLith. gėlė̃ 'Blume'. Etymologically isolated.  Traditionally connected with words for 'yellow' (gel̃sti 'become yellow') which are in turn often considered to be reflexes of PIE *g̑ʰelh₃- 'green, yellow', but this root identification is uncertain due to the unexpected initial velar / g / (cf. žélti 'grünen, sprießen' < *g̑ʰelh₃- where the correspondence of *g̑ʰ- > ž- is lautgesetzlich).}]",gėlė̃,,Lithuanian,,No certain etymology ([ALEW](src-352) 308).,4,false,,,0,false,,,
6350,,"442[316{S.v. 5582 Skt. *ḍhākka 'back, waist'}]",*ḍhākka-,,Indic,,"Indic lexemes as though from Sanskrit *ḍhākka- 'back, waist' ([Turner 1962–1966](src-442):316, no. 5582). No further etymology.",4,false,,,0,false,,,
6351,,"352[1304-1305{S.v. Old Lithuanian žíedas 'Blüte, Blume' (BSl. cf. Latv. ziêds 'Blüte, Blume| Geschenk, Gabe, Spende, Opfergabe| Angabe, Steuer'. An o-grade derivation with the semantics of a τόμος-derivative to Lith. žydė́ti 'blühen'. Etymologically isolated| Lith. žievė̃ , Latv. zievis 'Baumrinde' deviates too strongly to be certain of a root etymology. No reliable comparanda outside of Baltic.}]",,,,,"Cf. Lithuanian žíedas 'blossom, flower'. No certain etymology outside of Baltic ([ALEW](src-352) 1304-1305).",4,false,,,0,false,zieds,,
6352,,"352[153{S.v. OLith. butà 'Gebäude, Haus, Wohnung' (BSl. OPr. buttan 'Haus'). Lith. butà, bùtas, and OPr. buttan are not to be separated from Proto-Celtic *butā- 'Haus' (OIr. both 'Hütte', MW bod 'Wohnsitz, Haus'). This exclusively Baltic-Celtic lexeme doubtlessly belongs etymologically to Lith. bū́ti 'sein' (< PIE *bʰu̯eh₂- 'wachsen, entstehen, werden'), but the nouns have a short vowel in contrast to the verb. The short vowel, however, is not unexpected in Celtic and it is suggestive that the word might be a loanword from a continental Celtic dialect into Proto-Baltic. A further possible Celtic loanword into Proto-Baltic is kárvė 'Kuh'.}];353[107{S.v. Lith. bùtas 'flat, apartment| (dial.) house, cottage' (OPr. buttan 'house', from PIE *bʰh₂u-t- (cf. OIr. both 'hut', OIc. buð 'house, residence'). The short vowel found in the OIr. both < *bʰh₂u-téh₂- can be viewed as regular in pretonic position, but this explanation is problematic in Balto-Slavic. The short vowel found in this form is therefore problematic.}];531[82{S.v. Lith. bùtas 'do mieszkalny, chata| budynek gospodarski| obejście| (w mieście) mieszkanie'| corresponding to Old Prussian buttan (acc.sg.) 'dom'| it is normally connected with Lith. bū́ti 'być', but note that the problem of the short -u- in the form remains unresolved.}]",*bʰu̯eh₂-,,Proto-Indo-European,,"Cf. Old Lithuanian butà 'building, house, dwelling'; these Baltic lexemes are not to be separated from Proto-Celtic *butā- 'house' (cf. Old Irish buth, Middle Welsh bod); perhaps a derivative of PIE *bʰu̯eh₂- 'to grow, originate, become', although the short vowel found in the Baltic forms is problematic and has led some to consider an old loanword from Continental Celtic into Proto-Baltic (cf. [ALEW](src-352) 153, [Derksen 2015](src-353):107, [Smoczyński 2007](src-531):83, [Fraenkel 1962–1965](src-360):68).",4,false,,,0,false,,,43
6353,,"534[II:175{S.v. Latv. sēta, a derivative of the IE root *sē(i)- 'siet'.}]",?*seh₂(i̯)-,,Proto-Indo-European,,"Cf. Latvian sēta 'fence', generally considered to be a derivative of PIE *seh₂(i̯)- 'to tie, bind' ([Karulis 1992](src-534):175, for further discussion on the root reconstruction, cf. [cognate set 3055](cog-3055)).",4,false,,,0,false,,,
6354,,"442[474{Cf. s.v. 8370 Skt. pr̥ṣṭí-, °ṭī́ – f. 'vertebrae' RV., AV., 'back' & 8371 Skt. pr̥ṣṭhá- n. 'back, hinder part'.}];172[II:100-101{S.v. Ved. pr̥ṣtí- 'Rippe' (cf. IIr. in YAv. paršti-, etc. with full-grade), not to be separated from Ved. párśu- 'Rippe', connections outside of IIr. are uncertain. Possibly IE *perk̑- if to be connected with OCS prьsi 'breast'.}];336[{Shows that Middle Indic preserves i-stem o that Avestan and Indic can be matched and there is no advantage in connecting Avestan to Vedic prṣṭí- 'rib' instead of prṣṭhá- 'back'. So, all the words for 'back' can have one single source *pr̥-sth₂-o/i- cognate with Slavic words for 'finger'.}]","*pršthi-, *pršthá-",,Proto-Indo-Iranic,,"Etymology outside of Indo-Iranic difficult, possibly further derived from PIE *pr̥-sth₂-o/i- ([Catt 2014](src-336); cf. also [EWAia](src-172) II:100-101, [Turner 1962–1966](src-442):474).",5;4,false,,,0,false,,,
6356,,,شئل / šily,,Kashmiri,Not in Turner 1962–1966,,,false,,,0,false,,,
6359,,"352[933{S.v. OLith. *skríeti 'einen Kreis beschreiben, kreisen' (BSl. Latv. skrìet 'laufen, rennen, fliegen', with closest possible cognates found in OCS krilo 'Flügel' (etc.). Clear comparisons outside of Balto-Slavic are lacking.}];141[562{S.v. ?*(s)k⁽ʷ⁾rei̯- 'einen Kreis beschreiben' (IEW 936). Verbal only Baltic. Present stem *(s)k⁽ʷ⁾réi̯-e- > Lith. skrejù (skriẽti) 'einen Kreis beschreiben, kreisen', Latv. skreju (skriet) 'laufen, rennen, fliegen'.}]",?*(s)k⁽ʷ⁾rei̯-,,Proto-Indo-European,,"Certain comparisons outside of Balto-Slavic are lacking ([ALEW](src-352) 933, cf. [LIV²](src-141) 562). Identical to 'fly_V' in [cognate set 2273](cog-2273).",4,false,,,0,false,,,323
6360,,"352[1042-1043{S.v. OLith. šlaunìs 'Hüfte, Oberschenkel', from PIE *k̑lóu̯ni- (cf. Bed. śróṇi- 'Hüfte, Hinterbacke', YAv. sraoni- 'Hinterbacke, Hüfte', Lat. clūnis 'Hinterbacke, Hinterkeule, Steiß', Middle Welsh clun 'Oberschenkel, Hüfte, Hinterbacke', Bret. klun 'Hinterbacke, Gesäß', ONor. hlaunn 'Hinterbacke, Steiß').}];156[III:110-111{S.v. Oss. sīn | sujnæ 'бедро', from Proto-Iranian *srau̯ni- from PIE *k̑lou̯ni- (cf. Lith. slaunìs, OIc. hlaun, Lat. clunis, etc.).}];353[452{S.v. Lith. šlaunìs 'thigh, hip' (Latv. slaũna 'hip'), from PIE *k̑lou-ni- (cf. Skt. śróṇi- 'buttock, hip, loin', Av. sraoni- 'buttock, hip', Lat. clūnis 'buttocks, haunch', OIc. hlaun 'loin, buttock').}];172[II:671-672{Cf. s.v. Ved. śróni- 'Hüfte, Hinterbacke, Lende' (Av. sraoni-), from PIE *k̑lou̯ni- (cf. Lat. clūnis 'Hinterbacke, Keule, Steiß', W clun 'Hüfte', Lith. šlaunìs 'Hüfte, Oberschenkel', Latv. slauns 'Schenkelstück', etc.).}];50[209{S.v. Proto-Celtic *klowni- 'thigh', from PIE *k̑lou̯ni- (IEW 607f.), cf. Lat. clūnis, OIc. hlaun, Lith. šlaunìs.}];442[738{For Nuristan languages, cf. s.v. 12729 Ved. śrṓṇi f. usu. du. (lex. also m.) ʻ hip and loins, buttocks ʼ RV.}]",*k̑lou̯ni-,,Proto-Indo-European,,,4,false,,,0,false,,,
6363,,"54[336{Cf. s.v. levis 'light in weight' from PIE *h₁legʰ-u- 'light', which has been remodelled as an i-stem *leχwī̆- in Proto-Italic.  Lat. levāre 'to relieve, lessen, lift up' is a derived verb from this adjective.}];423[III:636-638{Cf. s.v. Span. leve 'ligero, leve', from Lat. levis [from which llevar is a derivative].}];444[405-406{S.v. 5000 Lat. levāre 'heben'.}]",*h₁legʰ-,,Proto-Indo-European,,"Romance lexemes from Latin levāre 'to lift up, raise' ([Meyer-Lübke 1935](src-444):405-406, cf. [DCECH](src-423) III:636-638), a derivative of Latin levis 'light in weight' and further to PIE *h₁legʰ-u- 'light (in weight)' ([de Vaan 2008](src-54):336).",4,false,,,0,false,,,116
6364,,"296[S:85-86{S.v. sengán 'fourmi', from seng 'mince' + a diminutive suffix. OIr. seng may perhaps be from a root *su̯eng- (or *su̯eg- with with a nasal-infix) expressing the idea of a movement of the body (cf. Germ. schwingen (IEW 1047).}];556[493{Cf. s.v. Germanic *swengw-a- 'schwingen', no secure comparisons outside of Germanic.}];397[836{Cf. s.v. NHG schwingen < PGmc. *swengw-a-, without clear correspondences outside of Germanic.}]",sengán,,Old Irish,"seng- 'thin, slender' and suffix -an","Goidelic lexemes from Old Irish sengán 'ant'. Etymology uncertain, perhaps to be connected with Proto-Germanic *swengwan- 'to swing' (so [Vendryes et al. 1959–1996](src-296) S:85-86, but proposed connections for this verb outside of Germanic are rejected by [Seebold 1970](src-556):493, cf. {Kluge 2011}:836).",4,false,,,0,false,,,
6365,,"50[400{S.v. Proto-Celtic *wlkʷo- 'bad, evil' (cf. OIr. olc), from PIE *u̯l̥kʷo- 'wolf' (cf. Skt. vŕ̥ka-, Gk. λύκος, Lat. lupus, Lith. vil̃kas, OCS vlъkъ, Goth. wulfs). Less persuasive is a suggested connection to Lat. ulciscor 'take vengeance'.}];760[173-175]",*u̯ĺ̥kʷo-,,Proto-Indo-European,,"From Old Irish olc and generally further connected with PIE *u̯ĺ̥kʷo- 'wolf' (cf. [Matasović 2009](src-50):400, [McCone 1985](src-760):173–175; cf. also [Vendryes et al. 1959–1996](src-296) O:20 for references to older literature).",4,false,,,0,false,,,
6369,,"296[U:21-22{S.v. OIr. uiseóg, later fuiseóg 'alouette', cf. further s.v. uis 'doux, soumis, convenable'. Seems to be confused early on with uisse 'juste, convenable' to the point that it is sometimes seen as the same word. If uisse is to be connected to the root of Lat. iūstus one should look for a different etymology. It is possible that two different words have merged in their meaning.}]",uiseóg,,Old Irish,,"To be connected with Old Irish uis 'sweet, suitable, appropriate', but further etymology obscure ([Vendryes et al. 1959–1996](src-296) U:21-22).",4,false,,,0,false,,,
6370,,"50[113{S.v. Proto-Celtic *ed-o-, from PIE *h₁ed- 'eat'.}];141[230{S.v. *h₁ed- '(beißen →) essen' (IEW 287-9).}]",*h₁ed-,,Proto-Indo-European,,"Possibly cognate with 'bite' in [cognate set 4968](cog-4968) if IE *Hd-ónt- 'tooth' is ultimately derived from *h₁ed- *'bite' → 'eat', cf. notes to 'tooth' in [cognate set 328](cog-328) for further discussion. In any case the denominal verbs in [cognate set 4968](cog-4968) are a secondary replacement from the inherited primary verbal stem derived from *h₁ed-.",4,false,,4968,3,false,,,107
6371,,"50[363-364{S.v. Proto-Celtic *swerwo- 'bitter'. These Celtic words lack a persuasive IE etymology. A connection with *su̯er- 'wound' (postulated by IEW 1050) is possible (cf. Av. xᵛara- 'wound', OHG swero 'pain').}];296[S:90{S.v. OIr. (1) serb 'amer'. The Celtic forms suppose a root *swer- followed by a suffix -wo-. The root signifies without doubt 'faire souffrir' (cf. Av. xʷara 'blessure', OHG swero 'maladie, douleur, abcès').}]",*su̯eru̯o-,,Proto-Celtic,,"Etymology uncertain ([Matasović 2009](src-50):363-364), for various proposals cf. [IEW](src-49) 1050, [Vendryes et al. 1959–1996](src-296) S:90).",4,false,,,0,false,,,
6373,,"423[IV:498-502{S.v. Sp. perro, of uncertain origin, possibly an imitative/expressive creation.}]",perro,,Old Spanish,,"No certain etymology, probably of expressive or imitative origin (cf. [DCECH](src-423) IV:498-502).",4,false,,,0,false,,,
6377,,"231[{S.v. ScG. giùlain 'a carrying' : *gesu-lo-, root *ges- 'carry' (Lat. gero, gestum).}];316[273-274{Cf. s.v. Lat. gerō, -is, gessī, gestum, gerere 'porter'. A verb like gerō has no chance of being a loanword, but there are no good comparisons among the Indo-European languages for a root *ges-. It is exceptional that a verbal root of this archaic type has no correspondences outside of Latin.}];679[18-19{""The connection of gerĕre, gessī, gestum with the root *h₂eg̑- 'to drive' goes back to Osthoff (BB. 19, 321). EM [[Ernout & Meillet 1985](src-316)] do not even mention it, and WH [[Walde & Hofmann 1938–1954](src-175)] have reservations regarding its correctness. The pair *h₂eg̑-, *h₂eg̑-es- is probably paralleled by *h₂euh₁-, *h₂uh₁-es- in Gr. αὐλή vs. Hitt. ḫuiš-zi 'lives' (see Barton 1988, esp. 54-55). gerere is a possible case of *HC-.""}];54[259{S.v. Lat. gerō, -ere 'to bear, carry', following the rehabilitation of the etymology to *h₂g̑-es- after the discussion of [Schrijver 1991](src-679):18-19.}];269[{[Macbain & Macfarlane 1911](src-231):195 suggested a connection to a basic root *ges- and to be compared with Latin gerere 'to carry, bear about' (past participle gestum), however the root etymology of Latin gerō, -ere is disputed. [Schrijver 1991](src-679):18-19 tentatively rehabilitates an old proposal by Osthoff to *h₂eg̑- via a perform *h₂g̑-és-, and this followed by [de Vaan 2008](src-54):259, but cf. the skepticism of [Walde & Hofmann 1938–1954](src-175) I:595-596, [Ernout & Meillet 1985](src-316):273-274. If the connection of Scottish Gaelic giùlain to a neo-root *ges- (< *h₂g̑-és-?) is to be maintained, this would be a unique Italo-Celtic lexical(-morphological) isogloss. Given the multiple degrees of speculation required to posit an ultimate root etymology to PIE *h₂eg̑- 'to drive' for this exclusively Scottish Gaelic cognate set, the root reference form has been given as the Gaelic form itself.}]",giùlain,,Gaelic: Scottish,,"[Macbain & Macfarlane 1911](src-231):195 suggested a connection to a basic root *ges- and to be compared with Latin gerere 'to carry, bear about' (past participle gestum), however the root etymology of Latin gerō, -ere is disputed. [Schrijver 1991](src-679):18-19 tentatively rehabilitates an old proposal by Osthoff to *h₂eg̑- via a perform *h₂g̑-és-, and this followed by [de Vaan 2008](src-54):259, but cf. the skepticism of [Walde & Hofmann 1938–1954](src-175) I:595-596, [Ernout & Meillet 1985](src-316):273-274. If the connection of Scottish Gaelic giùlain to a neo-root *ges- (< *h₂g̑-és-?) is to be maintained, this would be a unique Italo-Celtic lexical(-morphological) isogloss. Given the multiple degrees of speculation required to posit an ultimate root etymology to PIE *h₂eg̑- 'to drive' for this exclusively Scottish Gaelic cognate set, the root reference form has been given as the Gaelic form itself.",4,false,,,0,false,,,
