id,alias,notes,justificationDiscussion,root_form,root_language,gloss_in_root_lang,loan_notes,loan_source,loanword,loanEventTimeDepthBP,loanSourceCognateClass_id,sourceFormInLoanLanguage,notProtoIndoEuropean,parallelLoanEvent,dubiousSet,parallelDerivation,revisedBy,revisedYet,ideophonic,proposedAsCognateTo_id,proposedAsCognateToScale,alsoUsedInOtherMeanings,name,lateParallelDerivationWithCognate_id,supersetid
8904,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8905,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8906,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8907,A,,,*s(u̯)ek̑s,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8908,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8909,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8910,A,,,*bau̯d- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8911,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8912,A,,,*steh₂- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8913,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8914,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8915,A,,,*dek̑m̩,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8916,B,,,*men-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8917,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8918,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8919,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8920,A,,,*h₁es- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8921,B,,,*ću̯aH- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8922,A,,,*seh₂(i̯)- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8923,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8924,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8925,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8926,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8927,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8928,A,,,*(s)neh₂- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8929,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8930,B,,,*g̑ʰi̯em-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8931,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8932,A,,,*dóru-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,"503 ""tree""",,,
8933,A,,,*h₃er- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8934,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8935,A,,,balako,Bactrian,,,Old Indic,True,,,bālaka-,False,False,False,False,,False,False,,0,,,,
8936,B,,,*Hi̯eu̯dʰ- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8937,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8938,B,,,*gʰau̯š- ,Proto-Indo-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8939,B,,,*su̯enh₂- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8940,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8941,N,cf. Turkish fena “bad” < Arabic faniya “vernichten” (fanāˀ) ?,,fn / fən,Khwarazmian,,,Arabic,True,,,,False,False,False,False,,False,False,,0,,,,
8942,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8943,Ai,,No etymology outside of Iranic (cf. {ref Cheung 2007}:445-446).,*xāz-,Proto-Iranic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
8944,P,"There is mrγ “pasture”, which is given in Sogdian for “forest”, formally *ati-margā- would work, but does it make sense?",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8945,Ak,,"As though from Iranic *padakā- according to {ref Humbach 1989}:194, cf. {ref Henning 1955}:43, {ref Benzing 1983}:540), further etymology uncertain.",*pada-,Proto-Iranic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
8946,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8947,D,,,bʾβγ,Khwarazmian,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8948,O,,probably simply „what is to be eaten“,*hu̯ar-,Proto-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,"Cf. 'eat' in /cognate/27/, 'drink' in /cognate/3691/.",,,381
8949,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8950,M,"lit. ""cutting""",,*hu̯ah-,Proto-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8951,G,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8952,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8953,A,,,?*gʰeu̯dʰ- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8954,A,maybe a loanword?,,*ć(š)argu-,Proto-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8955,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8956,D,"cf. Avestan xšuuiptauuaṇt- ""mit Melkmilch, gemolkener Milch versehen""",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8957,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8958,B,,,*g̑enh₁-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8959,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8960,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8961,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8962,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8963,B,causative with prefix: *au̯a-rādaya-,,*h₃reg̑-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8964,X,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8965,W,"via ""swollen"" > ""thick"", cf. Benzing (1983:256)","Derivative adjective to Khw. (ʾ)δmʾs- 'to become thick', further to Proto-Iranic *damH- 'to blow, breathe, swell' and ultimately to PIE *dʰmeH- 'to blow' ({ref Benzing 1983}:256, {ref Cheung 2007}:55-56, cf. {ref EWAia} I:775-776, {ref LIV²} 153).",*dʰmeH-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,77
8966,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8967,B,,,kumār,Parthian,,,Indic,True,,,,False,False,False,False,,False,False,,0,,,,
8968,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8969,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8970,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8971,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8972,E,,,*tep-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8973,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8974,B,,,*bʰendʰ-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8975,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8976,P,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8977,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8978,C,,,*pr̥t-,Proto-Indo-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8979,B,,,*k̑elH- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8980,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8981,P,,,*h₂elh₁-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,5032,4,,,,
8982,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8983,B,,,*j́āmātar-,Proto-Indo-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8984,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8985,A,"The Pashto word could be a loanword from West Iranic because of probable *p > b, which is not expected for Pashto.",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8986,A,,,*ćšúdʰ-,Proto-Indo-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8987,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8988,C,,,*u̯l̩k̑s-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8989,Q,,,*u̯eg̑ʰ-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8990,R,,"Light verb constructions with nominal 'wild animals, quarry, hunting' as the semantic-bearing head. The etymology of Middle Persian naxčīr was originally interpreted by {ref Bailey 1946}:774n1 as though from Iranic *naxti-čiθra- 'originating in the night' (cf. {ref Cabolov 2001–2010} II:36-37). {ref Bailey 1958}:44 later revised his view in light of new Middle discoveries and alternatively considered as though from Middle Persian *naxa-čarya- 'moving about in the expanse, open spaces, the wilds'. If so, we could consider to either *h₂nek̑- 'to reach, arrive' → Iranic *naxa- 'expanse, wilderness', or to PIE *kʷelh₁- 'to move, turn' > Proto-Iranic *carH- ({ref Cheung 2007}:33-34) depending on which morpheme is best considered the original semantic head of the nominal compound. ",naxčīr,Middle Persian,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
8991,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8992,B,,,*pet- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8993,A,,,*gʷi̯eh₃- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8994,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8995,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8996,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8997,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8998,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
8999,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9000,A,,"Lexemes continuing derivatives of Proto-Iranic *rand-, further to PIE *lendʰ- 'to lower, go down' ({ref Cheung 2007}:312-313, cf. {ref LIV²} 412-413).",*lendʰ-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,442
9001,A,,,*lendʰ-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9002,A,,,*k̑leu̯- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9003,J,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9004,Aa,"This could be the name of a specific snake. If derived from garz- 'to lament', it might a kind of viper (similar to the puff adder, e.g. the Persian False Horned Viper).",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9005,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9006,B,,,*tep-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,"6178 ""hot""",,,
9007,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9008,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9009,C,,,*deik̑-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9010,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9011,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9012,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9013,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9014,A,,,*u̯ert- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9015,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9016,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9017,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9018,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9019,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9020,A,,,*u̯emh₁- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9021,N,", {re ","Continuing Proto-Iranic *nau- 'to move' and further to PIE *neu̯- 'to nod, tilt (the head)' ({ref Cheung 2007}:284, cf. {ref LIV²} 455-456). Not the same root as PIE *neu̯- 'new' ({ref NIL} 524-526).",*neu̯-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
9022,A,,,*neu̯-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9023,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9024,Ab,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9025,B,,,*bʰendʰ- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9026,Ae,related to xvaēδa- 'sweat'? < PIE *su̯ei̯d? EWAia 799 (Vol. II),,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9027,O,,"Lexemes continuing an Iranic root *Hrab/f-, further connections outside of Iranic uncertain ({ref Cheung 2007}:184-185).",*Hrab/f-,Proto-Iranic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"6659 ""go""",,,
9028,B,,,*Hrab/f- ,Proto-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9029,C,,,*g̑i̯eu̯H-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9030,D,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9031,D,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9033,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9034,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9035,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9036,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9037,D,,,*čak/g-,Proto-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9038,A,,,*bʰer-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9039,C,,,*gʰau̯j́ʰ- ,Proto-Indo-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9040,A,,,*pei̯s- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9041,A,,,*u̯iH-ró-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,"1094 ""man""",,,
9042,B,,,*hu̯ah- ,Proto-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9043,B,,,*gʰrebh₂-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9044,C,,,*ped- ,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9045,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9046,W,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9047,Ai,,"Continuing derivatives of Proto-Indo-Iranic *i̯am- 'to hold; to stretch, reach out' ({ref Cheung 2007}:211, cf. {ref Steblin-Kamenskij 1999}:432). No certain cognates outside of Indo-Iranic; {ref LIV²} 312 provisionally reconstructs ?*i̯em- 'to stretch out'.",?*i̯em-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
9048,D,,,*(s)mer-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9049,F,,"Loan from Wakhi diγ̌ə́r, digə́r 'fingernail' ({ref Morgenstierne 1936}:662, cf. {ref Steblin-Kamenskij 1999}:146-147).",doɣur,Khowar,,,Wakhi,True,,2268,"diγ̌ə́r, digə́r",False,False,False,False,MJCS,True,False,,0,,,,
9050,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9051,D,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9052,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9053,W,,"A probable loan from Wakhi ({ref Morgenstierne 1936}:662, cf. {ref Steblin-Kamenskij 1999}:188).",ɣerik,Khowar,,,Wakhi,True,,1186,,False,False,False,False,,True,False,,0,,,,
9054,I,,Loan from Iranic *ā(w)yak ({ref Morgenstierne 1936}:666).,ayukun,Khowar,,,Iranic,True,,28,,False,False,False,False,MJCS,True,False,,0,,,,
9055,P,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9056,D,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9057,C,,,*xr-,Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9058,H,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9059,D,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9060,B,,,*keh₂-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9061,Ak,,"Iranic lexemes continuing a derivative of PIE *keh₂- 'to desire' ({ref Cheung 2007}:227, cf. {ref EWAia} I:334, {ref LIV²} 343).",*keh₂-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
9062,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9063,A,,,*Hrab/f (ra(m)b?),Proto-Indo-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9064,D,,,*raup,Proto-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9065,D,"Gharib (1995: 73, #1862) suggets < *vitarāk (cf. Avestan vītara)",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9066,D,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9067,N,,,*mai̯θā-,Proto-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,382
9068,O,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9069,W,"original meaning ""to smell badly, stink"", note the MP term gannāg mēnōg ""evil spirit"" and note that the Zoroastrian hell is stinking badly.",,*gant-,Proto-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9070,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9071,L,"Gharib (1995: 217 §5434) translates the Sogdian word mrγ by ""wood, meadow"" and relates it to mrγ- ""straight, flat"".",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9072,C,this is probably a transitive PP that came to be used as the PP of an intransitive verb (bring/brought > having been brought/come),,*i̯em-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9074,B,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9075,W,"Bailey (1979: 478) relates the Saka word hāysiñä ""fountain (?)"" to the Sogdian word ʾwʾz, which he relates to Ossetic awazun etc. ""to dam up"". The latter is given by Cheung as a cognate of *waz-, which also means ""to swim"" in some Iranic languages.",,*u̯eg̑ʰ-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,"8194 ""wing""",,,302
9076,Q,"Bailey (1979: 420) connects the Saka word samuvā ""covering parts"" with CS sʾpt 'left (< crooked) side' and derives both from PIE *k̑am- ""bend over, cover"" with reference to *kamp- (cf. LIV p.342, not in Cheung 2007). Bailey also puts NP čap here.",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9077,C,"Gharib (1995: 454, #11143) derives the Sogdian word from *δrām.",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9078,Y,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9079,S,,,ʾdy / āδē,Sogdian,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9080,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9081,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9082,O,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9083,D,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9084,S,"Gharib (1995: 429 #10568) suggests a connection with Av. vǝrǝzra, which is not attested in Bartholomae (1904)",,wyzry,Sogdian,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9085,Y,"Bailey (1979: 440) < *an-āmara-ka- ‘not sour’, as the reverse, Khotan Saka āhvarai ‘sour’, is ‘not sweet’. Reference to Pokorny om- and Old Indic amlá-, amblá- 'sour; sorrel'.","According to {ref Bailey 1979}:440, to be derived from *an-āmara-ka- 'not sour', and connected to Vedic amlá- 'sour', traditionally compared to Italic and Germanic lexemes, e.g. Latin amārus 'bitter', Old Icelandic apr 'sharp, hard, cold', cf. {ref KEWA} I:46, {ref EIEC} 69).",?*h₂em-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,329
9086,A,,,*i̯em-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9087,At,,"To be connected with Avestan paitištāna- 'leg', further a derivative of PIE *steh₂- 'to stand', cf. Vedic stā́na- 'place for standing' ({ref Gharib 1995}:320, cf. {ref EWAia} II:764-766, cf. {ref LIV²} 590-592).",*steh₂-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,"3539 ""leg""",,,451
9088,C,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9089,X,"maybe identical with 1584 *sem-; Nyberg ""Manual"" (1974: 93) derives this word from *hama-van- without indicating the meaning of the elements. (There is only van ""tree"" in his word list.)",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9090,Y,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9091,X,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9092,K,"Bailey (1979: 153) suggests a derivation from the verb dar- ""to split""","{ref Bailey 1979}:153 suggests a derivation from the verb *dar- 'to split' connecting to {ref IEW} 194-196 *del- (cf. {ref LIV²} 114 *delh₁-, without IIr. cognates listed; note that {ref LIV²} 119-121, {ref EWAia} I:701-703, {ref Cheung 2007}:59-60 assign Indo-Iranic *dar- to PIE *der-).",dala,Khotanese,,,,False,,,,False,False,False,False,MJCS,True,False,3881,0,,,,
9093,P,,"Etymology outside of Indo-Iranic uncertain, cf. {ref Cheung 2007}:79, {ref EWAia} I:756 for further discussion.",*drau̯H,Proto-Indo-Iranic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
9094,Ag,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9095,A,"Cheung (2007: 20) mentions a suggestion by Rastorgueva/Edel'man (2003: 159) to sort the Khotanese verb to *bād < PIE *bʰēdʰ-, viz. *pati-/api-bād-. They also suggest (not mentioned by Cheung) that this word could derive from api-šad- ""oppress"" < had ""sit"" (cf. Emmerick 1968: 85).",,pvaiʾttä,Khotanese,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9096,A,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9097,V,,"Khotanese form with etymological meaning '(place to) run about, together' ({ref Bailey 1979}:454), root etymology further to Proto-Indo-Iranic *dram- and further to PIE 1. *drem- 'to run' ({ref Cheung 2007}:75-76, {ref EWAia} I:755, {ref LIV²} 128).",*drem-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,53
9098,T,,"Etymology uncertain, cf. {ref Bailey 1979}:483 for discussion of various proposals.",hīyāra,Khotanese,,,,False,,,,False,False,False,False,,True,False,,0,,,,
9099,Q,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9100,D,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9101,O,"Bailey (1979: 410) connects this word with the verb fšar- ""to press"" just as Old Indic kṣudra- „small“ from kṣod- „press crush“. He explicitly excludes xšīra- ""milk"".",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9102,Y,LW from OInd. bālaka-,,,,,,Old Indic,True,,,bālaka-,False,False,False,False,,False,False,,0,"cf. Bactrian ""boy"" 8935",,,
9103,P,,"Iranic lexemes continuing Proto-Iranic *gaxša-, cf. Tumšuq Saka tsänakai and Zoroastrian Pahlavi *gašnak ({ref Bailey 1979}: 116).",*gaxša-,Proto-Iranic,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9104,Af,,,*nei̯do-,Proto-Indo-European,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9105,N,,"Etymology outside of Iranic uncertain, the earlier proposal by {ref Bailey 1979}:168 to PIE *der- 'to run' via an extended form *dr-ep(h)- is no longer tenable (cf. {ref Cheung 2007}:75).",?*drafš-,Proto-Iranic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
9106,Az,not found in Cheung (2007),,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9107,Al,,"Continuing Proto-Iranic *gar- 'to rejoice' and further to PIE *gʰer- 'to desire, be delighted' ({ref Cheung 2007}:104, {ref LIV²} 176-177 s.v. *g̑ʰer-, but *gʰer- in {ref LIV² Addenda \& Corrigenda}; cf. {ref Bailey 1979}:465).",*gʰer-,Proto-Indo-European,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,427
9108,S,,"Lexemes as though from Proto-Iranic *xrau̯- 'to tear, break, scratch', further etymology uncertain ({ref Cheung 2007}:447-448, cf. {ref Morgenstierne 2003}:28, {ref Bailey 1979}:92).",*xrau̯-,Proto-Iranic,,,,False,,,,False,False,False,False,MJCS,True,False,,0,,,,
9109,J,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9110,S,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9111,Ad,Not in Cabolov 2001–2010.,,reži,Kurdish N.: Bahdini,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9112,Af,,,būła,Hawrami,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9113,E,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9114,Y,,,liš,Bakhtiari,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9115,Af,"negation of baš ""good"", which Cabolov (2001: 155) explains as a Turkish loanword: baš 'head' > 'main' > 'good' (cf. German 'Kopf/Haupt' > 'haupt-' as with 'Hauptsache').",,nebaš,Kurdish N.: Bahdini,,,Turkish,True,,,baš,False,False,False,False,,False,False,,0,Cf. 'good' in /cognate/3603/.,,,
9116,Ag,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9117,P,Not in Morgenstierne 2003,,پټ / patt,Pashto,,,,True,,,,False,False,False,False,,False,False,,0,,,,
9118,T,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9119,U,"Same thing as t'ūk 'hair, wool, down' in sense of 'covering' > 'skin, hide' > 'bark'??? If so, Turkish loanword cf. Cabolov (2010: 418).",,tūk,Kurdish S.: Elami,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9120,V,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9121,G,"cf. MP kumīg ""stomach""",,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9122,I,< *nāf 'navel' ?,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9123,G,"not found in Korn 2005, onset speaks in favour of a loanword",,ṭoēn,Balochi: Sistani,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9124,N,,,,,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9125,S,,,pelle,Tati,,,,False,,,,False,False,False,False,,False,False,,0,,,,
9126,T,,,,,,,Aramaic,True,,,,False,False,False,False,,False,False,,0,,,,
