id,pages,reliability,comment,cognate_class_id,source_id,rfcWeblink
11210,2: 149,,"It is a loanword from Middle Low German gel, gele 'yellow'.",7768,600,
11211,,,See /cognate/7768/.,7855,249,
11212,508-509,,Cf. s.v. 1. *(h₁)reu̯dʰ- 'rot machen' (IEW 872). CS rŭděti 'become red' listed as a reflex.,4919,141,
11213,3: 207,,"S.v. Slov. rumȅn. PS *rumenŭ / *ruměnŭ is derived from PIE *rou̯dʰ-men-m̥ < PIE *reu̯dʰ- 'red, rust-colored, yellow'.",4919,595,
11214,205-206,,"S.v. 3890 *khucc- 'pierce, tear'. 2. *khōcc- . 3. *khuñc- . 4. *khōñc- . [Poss. formations fr. *sku-. For list of poss. enlargements of IE. *sqeu -- see √sku].",6722,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:259.soas
11215,168,,"In Indic cf. 3275 *kutta- (1) 'dog'. [Onom.: cf. Sogd. 'kwt, Shgh. kut 'dog', Sant. kutu kutu 'sound made in calling a puppy']",3186,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:2415.soas
11216,172,,"S.v. 3329 Skt. kurkurá- m. ʻ dog ʼ AV., kukkurá- m. Mr̥cch., °rī- f. VarBr̥S. 2. *kuṅkara- . [Onom. EWA i 237: cf. *karkuṭaka- , *kuccura- , *kutta- 1, *kukka- 1]",764,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:2462.soas
11217,164,,S.v. 3219 *kuccura- 'dog'. [Cf. kurkurá -- and Par. Orm. kučuk IIFL i 263.],7341,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:2368.soas
11218,535,,"S.v. 9407 bhaluha- m. 'dog', bhallūka- 2 m. lex. (Si. ballā < *baluvā)",3915,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:2388.soas
11219,II:483,,S.v. Skt. bhaluhaḥ 'Hund / dog' (Lex.). Unexplained.,3915,399,
11220,203-204,,"S.v. 3865 Ved. khā́dati 'chews, bites' RV.",385,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:236.soas
11221,456,,"S.v. 8092 Ved. pāpá- (pā́pa- ŚBr.) 'wicked' RV., n. 'evil, sin' AV., pā́paka- adj. and n. ŚBr.",3858,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:1375.soas
11222,430,,"S.v. 7636 Ved. pakṣín 'winged', m. 'bird' RV., pakṣi- m. MBh. [pakṣá-]",754,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:1001.soas
11223,179,,"S.v. 3451 Ved. kr̥ṣṇá- 'dark blue, black' RV.",1111,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:2568.soas
11224,723,,"Cf. s.v. 12485 Ved. śītá- (1) 'cold' RV., śī́taka- 'cool' AV. [~ śīná -- . <-> √śyai-]",5081,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:41.soas
11225,44,,"S.v. 993 Skt. áhar n. 'day', nom. °ar, loc. áhan-i RV.",8124,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:774.soas
11226,362,,"S.v. 6328 Skt. dina- n. 'day' Mn. (in cmpds. in RV.). [√dī3] > H. din, etc.; 6331 Skt. divá- m. 'sky' MBh., 'day' (in cmpds.) Pāṇ., divā 'by day', divḗ divē 'daily' RV. [√div1] > Pāli diva.",375,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/contextualize.pl?p.1.soas.2198155
11227,"724, 727",,"S.v. no. 12548 Ved. śúṣka- 'dried' RV., śuṣkaka- R. [√śuṣ1] and no. 12508 *śukṣa 'drying up' (> Kho. c̣uc̣hú, c̣huc̣u 'dried (of fruit)').",7551,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:91.soas
11228,143-144,,"S.v. 2830 Ved. kárṇa- m. 'ear, handle of a vessel' RV.",768,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:2037.soas
11229,545,,"S.v. 9556 Ved. bhūman n. 'earth, world' RV. [√bhū] and 9557 Ved. bhū́mi- f. 'earth, ground' RV., 'place' ŚBr., bhūmikā́- f. Kāś. [√bhū].",2497,442,https://dsalsrv04.uchicago.edu/cgi-bin/app/soas_query.py?page=545
11230,50,,S.v. 1111 Ved. āṇḍá n. 'egg' RV.,769,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:840.soas
11231,2,,S.v. 43 Ved. ákṣi- n. 'eye' RV.,211,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:41.soas
11232,199,,"S.v. Pa. kalusa [cp. Sk. kaluṣa] 'muddy, dirty, impure'",4392,246,
11233,I:182,,"Cf. s.v. Skt. káluṣaḥ 'trüb, schmutzig / turbid, dirty', probably with kalaṅkaḥ from a Dravidian source, cf. Tamil kaluḻ- 'trüb werden', Kannada kaluhe 'Schmutz'.",4392,399,
11234,370,,"S.v. 6495 Ved. dūrá 'distant' RV., n. 'distance' ŚBr., dūrám, dūr adv. 'far away' RV. [~ *dūna -- 2. -- √du3]",771,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:126.soas
11235,3,,S.v. 55 Ved. agní- (1) m. 'fire' RV.,774,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:52.soas
11236,77,,S.v. 1697 Skt. uḍḍīyatē 'flies up' MBh. 2. uḍḍayatē MBh. 3. X *uddrāti. 4. Caus. uḍḍāpayati.,776,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:1232.soas
11237,I:460,,"S.v. Skt. ḍáyate, dī́yate 'fliegt / flies'. The retroflexion is perhaps taken over from *niẓ-ḍī- (cf. nír adīyam RV 4.27.1).",776,399,
11238,700-701,,"S.v. Ved. √day-ⁱ 'fliegen (von Vögeln, Rossen, Wagen, Göttern)'. Further etymology unclear.",776,172,
11239,508,,S.v. 9051 Ved. phála- (1) n. 'fruit' RV.,778,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:2083.soas
11240,"533, 535",,"S.v. 9377 Ved. bhadrá- (1) 'fortunate, delightful' RV. and s.v. 9408 Skt.  bhalla- (1) 'auspicious' lex. [< *bhadla- ~ bhadrá-].",3946,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:2366.soas
11241,118-119,,"Cf. s.v. Gmc. *batizan- 'besser'. No certain comparisons; Ved. bhadrá- 'günstig, glücklich, erfreulich', Av. hu-baδra- 'glücklich' are phonologically and semantically close.",3946,697,
11242,118-119,,"Cf. s.v. Gmc. *batizan- 'besser'. No certain comparisons; Ved. bhadrá- 'günstig, glücklich, erfreulich', Av. hu-baδra- 'glücklich' are phonologically and semantically close.",9444,697,
11243,730,,S.v. 12598 Ved. śr̥ṇṓti 'hears' RV. [√śru].,598,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:131.soas
11244,112,,S.v. 2389 Ved. uṣṇá- (1) 'hot' RV.,6183,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:1642.soas
11245,II:370-371,,"S.v. Ved. mr̥gá- 'Wildtier, Wild, im Wald lebendes Tier; Antilope, u.a.', with denominal verb mr̥gáyati 'jagen'. Cognate with Avestan mərəγa- 'bird', etc. in Iranian. The origin of Indo-Iranic *mr̥gá- '(wildes) Tier' is unclear.",4524,172,
11246,593,,"S.v. 10265 *mr̥gacī- 'small animal, bird' [mr̥gá-] > Ash. niṅasäˊ ʻ bird, sparrow ʼ NTS ii 269, Wg. nĩgaċá, Kt. mŕəṅéċ.",7,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:667.soas
11247,162-169,,"S.v. ?*g̑ʰéi̯-om, *g̑ʰ(i)i̯-ém-, *g̑ʰi-m-´- 'Winter, Schnee' (IEW 425f., EIEC 504).",649,274,
11248,162-169,,"S.v. ?*g̑ʰéi̯-om, *g̑ʰ(i)i̯-ém-, *g̑ʰi-m-´- 'Winter, Schnee' (IEW 425f., EIEC 504).",1808,274,
11249,286,,S.v. 5193 Ved. jānā́ti 'knows' RV. [√jñā].,249,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:1365.soas
11250,436,,"S.v. 7733 Skt. páttra n. 'wing, feather' VS., [< earlier pátra-].",790,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:1087.soas
11251,280,,S.v. 5082 Ved. jáṅghā- f. 'shank (ankle to knee)' RV.,1649,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:1277.soas
11252,252,,S.v. 4661 Ved. candrá 'shining' RV. 2. m. 'moon' VS.,2338,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:931.soas
11253,668-669,,"Cf. s.v. Hitt. peru / perun- 'rock, cliff, boulder', generally assumed from PIE *pér-ur / *pér-un- (cf. Skt. párvata- 'rocky, rugged; mountain' < *pér-u̯n̥-to-) with dissimilation of final -r in the nom.sg. form.",720,80,
11254,II:99,,"Cf. s.v. Ved. párvata- adj. 'felsig', m. 'Berg, Gebirge, Fels', from PIE *péru̯n̥to- 'felsig, mit Fels versehen', cf. Hitt. peru- (peruni, dat.-loc.) 'stone' < *perur < *peru̯r̥, *perun-/*peru̯n̥-.",6862,172,
11255,585,,"S.v. 10158 Ved. múkha- n. 'mouth, face' RV.",6016,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:585.soas
11256,619,,S.v. 10702 Ved. rā́trī- f. 'night' RV.,799,442,
11257,280,,"S.v. 5085 Skt. *jañjāla- 'worry, affairs'.",8729,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:1280.soas
11259,711,,"S.v. 12269 śaṭati (2) 'goes' Dhātup.  2. *śāṭayati 'drives;. [~ ā-śadati 'goes' Vop., śādayati 'drives (cattle)' Pāṇ.com. See √ śaṭ- (2)]",8745,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:2180.soas
11260,618,,Cf. s.v. 10680 Skt. rājana- 'belonging to a royal family' Siddh. [rā́jan-].,8746,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:993.soas
11261,II:444-445,,"S.v. Ved. rā́j- 'König, Herrscher, Gebieter' (secondary n-stem rā́jan- 'König, Adlinger, Mann aus königlichem Stamme), from PIE *h₃rḗg̑- 'Herrscher, herrschend', to the Ved. root √raj-² 'sich gerade ausstrecken, sich in gestreckte Bewegung setzen' to PIE *h₃reg̑-.",8746,172,
11262,531,,"S.v. 9348 bhagín- 'prosperous, happy' AV.",8747,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:2343.soas
11263,II:239-240,,"S.v. Ved. bhága- 'Wohlstand, Glück, Besitz, Vermögen; Zuteilung', from PIE *bʰag-o- 'Zuteilung' (> 'Gott Zuteilung', 'Gott'), from Ved. √bhaj- 'zuteilen, als Anteil geben'.",8747,172,
11264,65,,Cf. s.v. *bʰag- 'als Anteil bekommen' (IEW 107).,8747,141,
11265,793,,"S.v. 13747 Skt. sthávira 'broad, thick, strong' RV. 2. 'old, venerable' ŚBr. [~ sthūrá-]",8753,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:1001.soas
11266,III:530-531,,"S.v. Skt. sthūráḥ 'groß, stark, dick / big, strong, thick' with variant sthávira- 'breit, dick, derb; alt, angesehen'.",8753,399,
11267,II:768-769,,"S.v. Ved. sthūra- 'groß, stark, dick, wuchtig' < PIE *stuh₂-ró- (cf. Old Swedish stūr 'groß', Middle Dutch stūr 'groß, stark').",8753,172,
11268,637-659,,"Cf. s.v. *steh₂- 'wohin treten, sich hinstellen' (LIV 590ff., IEW 1004ff.).",8753,274,
11269,232,,"S.v. 4336 Ved. gōṣṭhá- m. 'cow-house' RV. [gṓ- , stha-]",7136,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:653.soas
11270,16-17,,"S.v. 357 ántara- 'interior, near' RV. & 376 antastya- 'intestines' Ait.Br. (> Gaw. andḗc).",1232,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:292.soas
11271,601,,"S.v. 10394 Ved. yákr̥t- , gen. yaknás n. 'liver' RV. NB: Khowar ṣeɣún with initial ṣ- for expected ž- from contamination with ṣaṅgur 'entrails'.",718,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:770.soas
11272,223,,Cf. s.v. 4164 gilana- n. 'swallowing' Bhpr. [√*gal- (2)]. (> Paš. gilāˊn m. 'mouth').,9650,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:499.soas
11273,725,,"S.v. 12516 Skt. śuṇḍā- (1) f. 'elephant's trunk' MBh.;'*lip, *mouth'; '*navel'.",7817,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:67.soas
11274,354,,S.v. Skt. śuṇḍā f. 'Elefantenrüssel / an elephant's trunk'. Probably non-Indo-European.,7817,399,
11275,319,,"S.v. 5617 takrá n. 'buttermilk with a third part of water' Mn. 2. '*bitter'. With further semantic developments 'rotten' > 'old' (Gaw. λaka, λag 'rotten, old').",8779,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:1725.soas
11276,"I:611-612, 614-615",,"S.v. Ved. takra- 'Buttermilch mit Wasser gemischt', evidently to √tañc-, close to Ic. ϸēl 'Buttermilch'. S.v. Ved. √tañc- 'zusammenziehen, gerinnen lassen' to PIE *tenk- 'gerinnen, sich zusammenziehen, verdichten' (cf. MIr. tēcht 'geronnen', ON ϸettr 'dicht', Lith. tánkus 'dicht, häufig', etc.).",8779,172,
11277,404-405,,"S.v. 7047 Ved. nāḍī́- 'tubular stalk of any plant, tubular organ, tube' RV.",8786,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:586.soas
11278,II:127-129,,"S.v. Skt. naḍáḥ 'Schilf, Schilfrohr / reed' under which also nāḍī́- 'Röhre, Kanal, Pfeife, Flöte (RV, AV, etc.). Probably not to be separated with Ved.  nadá- (in RV mostly 'Stier, Brüller' to nádati, possibly identical with Ir. *nada- 'Rohr' in Av. naδa-, MParth. nd 'Flöte', MPers. n'y 'id.' Not fully clear is the relationship to naḍa-. There are possible comparisons in Dravidian (Kannada naḷḷu 'reed', verbal Tamil ñeḷ 'to be hollow'. Perhaps an Indo-Iranic word *nada- became influenced in India by an indigenous word?",8786,399,
11279,436,,"S.v. 7722 Ved. pátati 'flies' RV. 'falls' Mn. 2. Pp. patitá- [√pat-]. (> Gaw. pēi- 'to fall, lie down, go to sleep').",8796,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:1078.soas
11280,II:71-72,,"Cf. s.v. Ved. √pat-¹ 'dahinschließend fliegen, stürzen, fallen', from PIE *pet- (cf. Gk. πέτομαι 'fliege', Lat. petō 'eile, begebe mich wohin' Old Welsh hedant 'volant', Hitt. pít-ti-i̯a-an-zi 'sie laufen', etc.).",8796,172,
11281,,,"Now s.v. *pet-, merging earlier *peth₁- and *peth₂- in the published version of LIV².",8796,389,http://www.martinkuemmel.de/liv2add.html#_Toc392258035
11282,476,,Cf. s.v. *peth₂- 'fliegen' (IEW 825-6). See now in LIV² Addenda and Corrigenda that the roots *peth₁- and *peth₂- are collapsed into *pet-.,8796,141,
11283,655,,"S.v. 11236 Skt. vaṇṭa- (2) 'tailless' Gaut., 'unmarried, dwarf' lex.",8801,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:1448.soas
11284,III:131,,"S.v. vaṇṭaḥ 'schwanzlos / tailless', probably not to be separated from baṇḍáḥ and a series of words for defects, mistakes, and flaws.",8801,399,
11285,II:206,,"Cf. s.v. Ved. baṇḍá- 'verstümmelt, verkrüppelt'. Etymology unclear.",8801,172,
11286,107,,S.v. 2280 *upahanaka- 'striking' [úpahanti 'strikes' RV. √han-].,8806,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:1561.soas
11287,II:800-801,,"Cf. s.v. Ved. √han- 'schlagen, erschlagen, töten', from PIE *gʷʰen- (cf. Hitt. ku-(e)-en-zi, Gk. θεἰνω, etc.).",8806,172,
11288,218-219,,S.v. PIE *gʷʰen- 'schlagen' (IEW 491-3).,8806,141,
11289,492,,S.v. 8743 *prarēcayatē 'is abandoned' [Cf. prárecayati 'abandons' RV. √ric-].,9445,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:1862.soas
11290,II:457-458,,"S.v. Ved. √rec- 'verlassen, lassen, überlassen, loslassen, freimachen', from PIE *lei̯kʷ- (cf. Arm. lkʻane-, aor. lkʻ[e]- 'verlassen', Gk. λείπω, λιμπάνω 'lasse, verlasse', Lat. linquō 'überlasse', Lith. liekmì 'bleibe', OPr. po-līnka 'bleibt', Goth. leiƕan, etc.).",9445,172,
11292,221,,S.v. 4131 *gāndha- 'perfumed'. [gandhá-]. (> Khow. gán 'wind').,8814,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:471.soas
11293,I:461-462,,"S.v. Ved. gandhá- 'Geruch, Duft', not to be separated from Av. gaiṇti- 'übler Geruch', duž-gaiṇti- 'übelriechend, stinkend' Parth. gndʾg 'stinkend', MPers, NPers. gand 'Gestank', etc. Further connections are uncertain.",8814,172,
11294,170,,"S.v. 3303 Ved. kumārá- m. 'boy' RV., 'prince' Ragh., °aká- m. 'little boy' RV. (*°akā- f. in Kho.), °rī- , °rikā- , f. 'young girl' AV. (Kho. kiméri 'woman' < kumārikā́-)",8816,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:2436.soas
11295,II:368-369,,"S.v. Ved. kumārá- 'Kind, Knabe, Edelknabe, Jüngling, Sohn'. ""Nicht sicher gedeutet.""",8816,172,
11296,660,,"Unlikely that Khowar čhat, čat 'lake' can be a borrowing from Iranian (cf. Av. čāt- 'well').",3204,701,
11297,662,,"Kho. γarik, γerik 'to turn (into)', etc. < Wkh. γ̌īr 'to turn around'",9053,701,
11298,188,,"Cf. s.v. Wakh. γ̌īr : γ̌īrd 'вращаться, превращаться'. Khowar γarik, γerik
a loan from Iranic? cf. Morgenstierne Irano-Dardica 246).",9053,321,
11299,666,,"Khowar 'ā̆yukun 'egg' < Ir. *ā(w)yak, cf. Pers. xāya, etc. (But -un?).",9054,701,
11300,662,,"Kho. do'γ̌ūr 'finger-nail' < Wkh. 'dəg∈r, dǝ̇γ̌ǝr, etc.",9049,701,
11301,146-147,,"Cf. s.v. Wakh. diγ̌ə́r, digə́r 'ноготь, коготь'.",9049,321,
11302,281,,"S.v. 5098 Ved. jána- m. 'race, person' RV. [√jan-].",1788,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:1291.soas
11303,139-153,,"S.v. *g̑enh₁- 'erzeugen' (LIV 163ff., IEW 373ff.).",1788,274,
11304,349,,S.v. 6119 Ved. dákṣiṇa 'right (hand)' RV.,6595,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:2132.soas
11305,399,,S.v. 6943 Ved. nadī́- f. 'river' RV. [√nad-].,808,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:497.soas
11306,772,,"S.v. 13386 Skt. síkatā f. 'grain of sand', (usu. pl.) 'sand, gravel'. Nuristani and Dardic forms attest IA ś- corresponding to Ir. θ- and s- (OPers. θikā-, Bal. six, Pasht. šəga, etc.), suggesting that the s- forms of Skt. and Dardic may be loans or influenced by Iranic.",108,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:706.soas
11307,675,,"S.v. 11580 Skt. vālukā- f. 'sand, gravel' ŚvetUp.",2398,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:1743.soas
11308,III:196,,"S.v. Skt. vālukā- 'Sand / sand' (pāli vālukā-, prākr. vāluā-, hindī bālū, bārū 'sand'). Not convincingly explained.",2398,399,
11309,II:547,,"S.v. Skt. vālukā- 'Sand' (Mi. , ni., etc. pā. vālukā- 'Sand', etc.). Etymology unclear.",2398,172,
11310,371,,S.v. 6507 *dr̥kṣati or *drakṣati ʻ sees ʼ. 2. *dēkṣati.,814,442,
11311,275-276,,"S.v. 5027 Ved. chāyā́- f. 'shade, shadow, reflection' RV.",5058,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:1235.soas
11312,332-333,,"S.v. 5839 Ved. tīkṣṇá- 'sharp' RV., 'hot, pungent' MBh. 2. *trīkṣṇa- 'sharp'.",115,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:1904.soas
11313,803-804,,Cf. s.v. 13902 Ved. svápati 'sleeps' RV. and *supati.,7523,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:1116.soas
11314,255,,"S.v. 4701 Ved. cárman n. 'hide, skin' RV.",5086,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:968.soas
11315,422,,S.v. 7467 Ved. níṣīdati 'sits down' RV. 2. *nisīdati. [√sad].,294,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:871.soas
11316,221,,Cf. s.v. 4135 Ved. gā́yati 'sings' RV. 2. gāpayati MBh. [√gai].,818,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:474.soas
11317,320-321,,"S.v. OLith. giedóti 'singen, krähen (Hahn)'. The East Baltic family is connected with ORu. gajati, gaju 'krächzen' and Ved. gā-, gā́yati 'singen' to a root *geH(i̯)- or *gʷeH(i̯)- 'singen'. To this the Baltic forms alone show a -d- after the original root, which is analysed as an enlargement or a reanalysed present-stem formation in *-d⁽ʰ⁾-e/o-. A further possible point of departure could be a connection of *geH(i̯)- (vel sim.) as a root noun with a continuation of IE *dʰeh₁- 'place, set, lay', originally the univerbation of a light-verb construction.",818,352,
11318,819,,"Cf. s.v. 14184 Skt. hrasvá- 'short, weak (of voice)' VS. (> Pk. rahassa-).",9437,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:1346.soas
11319,766,,"S.v. 13271 sarpá- m. 'snake' RV., sarpī- f. MBh. [√sr̥p].",825,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:611.soas
11320,648,,"S.v. 7855 Lat. serpens, -ente 'Schlange', 2. *serpes, -is.",825,444,
11322,330,,"S.v. 5798 Skt. tārā- f. 'fixed star' Yājñ., tā́raḥ nom.pl. RV. 2. tā́rakā- f. 'star' AV. 3. *tārikā-. 4. tāraká- 'belonging to the stars' VS.",131,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:1872.soas.1789157
11323,47,,"S.v. Paš. l'ax̌ta f. 'rod, stick, wand'; lax̌t'ay m. 'brook, small stream'. — A 'Dardic' form < IA, cf. T 10091 laṣṭi- 'stick'.",8614,323,
11324,637,,Cf. s.v. 10991 *laṣṭi- 'stick' [→ Psht. laṣ̂ta 'rod'].,8614,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:1246.soas
11325,721-722,,"S.v. 12459 Ved. śilā́- f. 'rock, crag' AV., 'lower millstone' lex. 2. *śillā-.",4406,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:18.soas
11326,782,,S.v. 13574 sū́ra m. 'sun' RV. 2. sū́rya- m. 3. sū́riya- m. (metr.) RV. 4. sūrī- f. 'a name of Kuntī as wife of the sun' Pāṇ.vārtt. 5. saurī́-.,314,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:869.soas
11327,II:640,,"Cf. s.v. Ved. śilā́- 'Fels, Stein' (pā. silā- 'Fels, Stein'), etymology uncertain.",4406,172,
11328,459,,S.v. 8138 Ved. pāṣāṇá 'stone' ṢaḍvBr.,4405,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:1413.soas
11329,II:125-126,,"S.v. Ved. pāṣāṇá- 'Stein'. Associated Nuristani forms such as Kati parši perhaps allow that the pre-form for Ved. pāṣ- as *parṣ- and this could support the old connection with PIE *pel(e)s- in Gk. πέλλα· λίθος (Hesych.), OHG felis = NHG Fels, etc.",4405,172,
11330,114,,S.v. 2420 ūrú- m. 'thigh' RV.,5048,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:1670.soas
11331,518,,S.v. 9182 Skt. bahala- 'thick' Suśr.,1585,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:2196.soas
11332,227,,"S.v. 4236 Ved. gr̥bhāyáti 'takes, seizes' RV. 2. gr̥hṇā́ti, gr̥bhṇā́ti 'takes, seizes' RV.",5227,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:562.soas
11333,467,,"S.v. 8249 Ved. púccha- m.n. 'tail, hinder part' AV.",1620,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:1508.soas
11334,639,,"S.v. 11009 Skt. lāṅgūlá- (lāṅgula- Pañcat., laṅgula- lex.) n. 'tail' ŚāṅkhŚr., adj. 'having a tail' MBh., 'penis' lex. 2. *lāṅguṭa- . 3. *lāṅguṭṭa- (> Si. nan̆guṭa) . 4. *lāṅguṭṭha- . 5. *lēṅgula- . 6. *lēṅguṭṭa-.",2342,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:1259.soas
11335,II:477-478,,"S.v. Ved. lāṅgūla- n. 'Schwanz, Schweif'. Etymology unexplained.",2342,172,
11336,261,,"S.v. 4815 Skt. cintáyati 'thinks' MBh., 'cares for' Mn.",3035,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:1065.soas
11337,I:547-548,,"S.v. Ved. √cetⁱ- 'erkennen, auf etwas achthaben', reconstructed as *kʷei̯-t- and not to be separated from √cay-¹ 'wahrnehmen, bemerken, beachten'.",3035,172,
11338,382-383,,"S.v. *kʷei̯t- 'bemerken, erkennen' (IEW 637), cf. n1: Traditionally reconstructed as a root enlarged form of 1. *kʷei̯- 'wahrnehmen, bemerken'.",3035,141,
11339,172,,"S.v. Proto-Slavic *godìti v. 'please' (ESSJa VI 188-190), from PIE *gʰodʰ- (cf. Proto-Slavic *godъ 'right time' < PIE *gʰodʰ-o-).",1295,81,
11340,441-442,,"Cf. s.v. Proto-Slavic *rъvati 'tear' from PIE *(H)ruH- (cf. Lat. rūta caesa 'minerals and timber already quarried and felled at the time an estate is put up for sale', OIc. rýja 'tear out wool').",1256,81,
11341,301-303,,"S.v. *h₂emg̑ʰ- '(zu)schnüren' → 'beengen' (LIV 264f., IEW 42f.).",1248,274,
