id,citation_text,description,bookauthor,booktitle,chapter,edition,howpublished,note,number,institution,pages,title,ENTRYTYPE,link,volume,year,shorthand,author,editor,editora,publisher,series,authortype,booksubtitle,editoratype,editortype,isbn,journaltitle,location,part,subtitle,deprecated,TRS,respect
650,"Kortlandt, Frederik. 1997. Labials, velars and labiovelars in Germanic. North-Western European Language Evolution 30.45-50.",,,,,,,,,,45-50,"Labials, velars and labiovelars in Germanic",article,,30,1997,Kortlandt 1997,"Kortlandt, Frederik",,,,,,,,,,North-Western European Language Evolution,,,,False,False,
651,"Meillet, Antoine. 1921. Le genre féminin de kostĭ et de solĭ. Prace lingwistyczne ofiarowane Janowi Baudouinowi de Courtenay dla uczczenia jego działalności naukowej 1868-1921 (Vol. 2). Kraków: Uniwersytet Jagielloński.",,,Prace lingwistyczne ofiarowane Janowi Baudouinowi de Courtenay dla uczczenia jego działalności naukowej 1868-1921 (Vol. 2),,,,,,,,Le genre féminin de kostĭ et de solĭ,inbook,,,1921,Meillet 1921,"Meillet, Antoine",,,Uniwersytet Jagielloński,,,,,,,,Kraków,,,False,False,
652,"Meillet, Antoine. 1902-1905. Études sur l'étymologie et le vocabulaire du vieux slave (2 vols.) Paris: Champion.",,,,,,,,,,,Études sur l'étymologie et le vocabulaire du vieux slave (2 vols.),book,,,1902-1905,Meillet 1902-1905,"Meillet, Antoine",,,Champion,,,,,,,,Paris,,,False,False,
653,"Schinder, Jochem. 1969. Die idg. Wörter für ""Vogel"" und ""Ei"". Die Sprache 15.144-67.",,,,,,,,,,144-167,"Die idg. Wörter für ""Vogel"" und ""Ei""",article,,15,1969,Schindler 1969,"Schindler, Jochem",,,,,,,,,,Die Sprache,,,,False,False,
654,"Kloekhorst, Alwin. 2006. Initial Laryngeals in Anatolian. Historische Sprachforschung 119.77-108.",,,,,,,,,,77-108,Initial Laryngeals in Anatolian,article,,119,2006,Kloekhorst 2006,"Kloekhorst, Alwin",,,,,,,,,,Historische Sprachforschung,,,,False,False,
655,"Schmitt, Rüdiger. 1981. Grammatik des Klassisch-Armenischen mit sprachvergleichenden Erläuterungen Innsbruck: Institut für Sprachen und Literaturen der Universität Innsbruck.",,,,,,,,,,,Grammatik des klassischen Armenischen mit sprachvergleichenden Erläuterungen,book,,,1981,Schmitt 1981,"Schmitt, Rüdiger",,,Institut für Sprachen und Literaturen der Universität Innsbruck,,,,,,,,Innsbruck,,,False,False,
656,"Kroonen, Guus. 2011. The Proto-Germanic n-stems: A study in diachronic morphophonology Amsterdam: Rodopi.",,,,,,,,,,,The Proto-Germanic n-stems: A study in diachronic morphophonology,book,,,2011,Kroonen 2011,"Kroonen, Guus",,,Rodopi,,,,,,,,Amsterdam,,,False,False,
657,"Mallory, James Patrick & Douglas Q. Adams. 1997. Encyclopedia of Indo-European Culture London: Fitzroy Dearborn Publishers.",,,,,,,,,,,Encyclopedia of Indo-European Language and Culture,book,,,1997,EIEC,,"Mallory, James P.","Adams, Douglas Q.",Fitzroy Dearborn Publishers,,,,,,,,London,,,False,False,
658,"Kuiper, F. B. J. 1995. Gothic 'bagms' and Old Icelandic 'ylgr'. North-Western European Language Evolution 25.63-88.",,,,,,,,,,63-88,Gothic 'bagms' and Old Icelandic 'ylgr',article,,,1995,Kuiper 1995,"Kuiper, F. B. J.",,,,,,,,,,North-Western European Language Evolution,,,,False,False,
659,"Thurneysen, Rudolf. 1917. Zur irischen Grammatik und Literatur. Zeitschrift für celtische Philologie 11.308-12.",,,,,,,,,,308-312,Zu irischen Grammatik und Literatur,article,,11,1917,Thurneysen 1917,"Thurneysen, Rudolf",,,,,,,,,,Zeitschrift für celtische Philologie,,,,False,False,
660,"Cowgill, Warren. 1970. Italic and Celtic Superlatives and the Dialects of Indo-European. Indo-European and Indo-European: Papers Presented at the Third Indo-European Conference at the University of Pennsylvania, ed. by G. Cardona, H.M. Hoenigswald & A. Senn, 113-53. Philadelphia: University of Pennsylvania Press.",,,Indo-European and Indo-European: Papers Presented at the Third Indo-European Conference at the University of Pennsylvania,,,,,,,113-153,Italic and Celtic Superlatives and the Dialects of Indo-European,inbook,,,1970,Cowgill 1970,"Cowgill, Warren","Cardona, George","Hoenigswald, Henry",University of Pennsylvania Press,,,,,,,,Philadelphia,,,False,False,
661,"Jokl, Norbert. 1911. Studien zur albanesischen Etymologie und Wortbildung Wien: In Kommission bei Alfred Hölder.",,,,,,,,,,,Studien zur albanesischen Etymologie und Wortbildung,book,,,1911,Jokl 1911,"Jokl, Norbert",,,Alfred Hölder,,,,,,,,Wien,,,False,False,
662,"Jokl, Norbert. 1937. Ein Beitrag zur Lehre von der alb. Vertretung der idg. Labiovelare. Mélanges linguistiques offerts à M. Holger Pedersen à l'occasion de son soixante-dixième anniversaire, 7 avril 1937, ed. by L. Hjelmslev, 127-61. København: Universitetsforlaget i Aarhus.",,,"Mélanges linguistiques offerts à M. Holger Pedersen à l'occasion de son soixante-dixième anniversaire, 7 avril 1937",,,,,,,127-161,Ein Beitrag zur Lehre von der alb. Vertretung der idg. Labiovelare,inbook,,,1937,Jokl 1937,"Jokl, Norbert","Hjelmslev, Louis",,Universitetsforlaget i Aarhus,,,,,,,,København,,,False,False,
663,"Matzinger, Joachim. 2005. Neue Etymologien zu (alt)albanischen Verben. Die Sprache 45.81-109.",,,,,,,,,,81-109,Neue Etymologien zu (alt)albanischen Verben,article,,45,2005,Matzinger 2005,"Matzinger, Joachim",,,,,,,,,,,,,,False,False,
664,"Schumacher, Stefan. 2005. »Langvokalische Perfekta« in indogermanischen Einzelsprachen und ihr grundsprachlicher Hintergrund. Sprachkontakt und Sprachwandel. Akten der XI. Fachtagung der Indogermanischen Gesellschaft, 17.–23. September 2000, Halle an der Saale., ed. by G. Meiser & O. Hackstein, 591-626. Wiesbaden: Reichert Verlag.",,,,,,,,,,591-626,»Langvokalische Perfekta« in indogermanischen Einzelsprachen und ihr grundsprachlicher Hintergrund,inbook,,,2005,Schumacher 2005,"Schumacher, Stefan","Meiser, Gerhard","Hackstein, Olav",Reichert Verlag,,,,,,,,Wiesbaden,,,False,False,
665,"Furnée, Edzard Johan. 1972. Die wichtigsten konsonantischen Erscheinungen des Vorgriechischen The Hague: Mouton.",,,,,,,,,,,Die wichtigsten konsonantischen Erscheinungen des Vorgriechischen,book,,,1972,Furnée 1972,"Furnée, Edzard Johan",,,Mouton,,,,,,,,The Hague,,,False,False,
666,"Hamp, Eric P. 1965. Evidence in Albanian. Evidence for Laryngeals, ed. by W. Winter, 123-41. The Hague: Mouton & Co.",,,Evidence for Laryngeals,,,,,,,123-141,Evidence in Albanian,inbook,,,1965,Hamp 1965,"Hamp, Eric P.","Winter, Werner",,Mouton & Co.,,,,,,,,The Hague,,,False,False,
667,"Jokl, Norbert. 1916. Beiträge zur albanischen Grammatik. 4. Die Verbreitung der Dehnstufenbildungen im Albanischen. Indogermanische Forschungen 37.90-122.",,,,,,,,,,90-122,Beiträge zur albanischen Grammatik. 4. Die Verbreitung der Dehnstufenbildungen im Albanischen,article,,37,1916,Jokl 1916,"Jokl, Norbert",,,,,,,,,,Indogermanische Forschungen,,,,False,False,
668,"Hamp, Eric P. 1960. Palatal before Resonant in Albanian. Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen 76.275-80.",,,,,,,,,,275-280,Palatal Before Resonant in Albanian,article,,76,1960,Hamp 1960,"Hamp, Eric P.",,,,,,,,,,Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der indogermanischen Sprachen,,,,False,False,
669,"Boutkan, Dirk F. H. 1998. On the form of North European substratum words in Germanic. Historische Sprachforschung 111.102-33.",,,,,,,,,,102-133,On the form of North European substratum words in Germanic,article,,111,1998,Boutkan 1998,"Boutkan, Dirk F. H.",,,,,,,,,,Historische Sprachforschung,,,,False,False,
670,"Wackernagel, Jacob. 1888. Miscellen zur griechischen grammatik. 12. Über die behandlung von σ in verbindung mit ρ, λ, ν, μ. Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen 29.124-52.",,,,,,,,,,,"Miscellen zur griechischen grammatik. 12. Über die behandlung von σ in verbindung mit ρ, λ, ν, μ",book,,29,1888,Wackernagel 1888,"Wackernagel, Jacob",,,,,,,,,,Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen,,,,False,False,
671,"Clackson, James. 2005. Review of Kortlandt, Frederik. 2003 Armeniaca: Comparative Notes, with an Appendix on the Historical Phonology of Classical Armenian by Robert Beekes. Ann Arbor: Caravan Books. Annual of Armenian Linguistics 24-25.153-58.",,,,,,,,,,153-158,"Review of Kortlandt, Frederik. 2003 Armeniaca: Comparative Notes, with an Appendix on the Historical Phonology of Classical Armenian by Robert Beekes. Ann Arbor: Caravan Books",article,,24-25,2004-2005,Clackson 2004-2005,"Clackson, James",,,,,,,,,,Annual of Armenian Linguistics,,,,False,False,
672,"Weiss, Michael. 2006. Latin Orbis and its Cognates. Historische Sprachforschung 119.250-72.",,,,,,,,,,250-272,Latin Orbis and its Cognates,article,,119,2006,Weiss 2006,"Weiss, Michael",,,,,,,,,,Historische Sprachforschung,,,,False,False,
673,"Clackson, James. 2017. Contamination and blending in Armenian etymology. Usque ad Radices: Indo-European Studies in Honour of Birgit Anette Olsen, ed. by B.S.S. Hansen, A. Hyllested, A.R. Jørgensen, G. Kroonen, J.H. Larsson, B.N. Whitehead, T. Olander & T.M. Søborg, 99-115. Copenhagen: Museum Tusculanum Press.",,,Usque ad Radices: Indo-European Studies in Honour of Birgit Anette Olsen,,,,,,,99-115,Contamination and Blending in Armenian etymology,inbook,,,2017,Clackson 2017,"Clackson, James","B.S.S. Hansen, A. Hyllested, A.R. Jørgensen, G. Kroonen, J.H. Larsson, B.N. Whitehead, T. Olander & T.M. Søborg",,Museum Tusculanum Press,,,,,,,,Copenhagen,,,False,False,
674,"Watkins, Calvert. 1995. How to Kill a Dragon: Aspects of Indo-European Poetics Oxford: Oxford University Press.",,,,,,,,,,,How to Kill a Dragon: Aspects of Indo-European Poetics,book,,,1995,Watkins 1995,"Watkins, Calvert",,,Oxford University Press,,,,,,,,Oxford,,,False,False,
675,"Pisani, Vittore. 1934. Contributi armeni. Giornale della Società Asiatica Italiana 3.52-81.",,,,,,,,,,52-81,Contributi armeni,article,,3,1934,Pisani 1934,"Pisani, Vittore",,,,,,,,,,Giornale della Società Asiatica Italiana,,,,False,False,
676,"Peyrot, Michaël. 2016. Language Contact in Central Asia: On the etymology of Tocharian B yolo 'bad'. Etymology and the European Lexicon. Proceedings of the 14th Fachtagung der indogermanischen Gesellschaft, 17–22 September, Copenhagen, ed. by B.S.S. Hansen, B.N. Whitehead, T. Olander & B.A. Olsen, 327-35. Wiesbaden: Reichert Verlag.",,,"Etymology and the European Lexicon. Proceedings of the 14th Fachtagung der indogermanischen Gesellschaft, 17–22 September, Copenhagen",,,,,,,327-335,Language Contact in Central Asia: On the etymology of Tocharian B yolo 'bad',inbook,,,2016,Peyrot 2016,"Peyrot, Michaël","Hansen, B. S. S., Whitehead, B. N., Olander, T., Olsen, B. A.",,Reichert Verlag,,,,,,,,Wiesbaden,,,False,False,
677,"Beekes, Robert S. P. 1984. PIE 'sun'. Münchener Studien zur Sprachwissenschaft 43.5-8.",,,,,,,,,,5-8,PIE 'sun',article,,43,1984,Beekes 1984,"Beekes, R. S. P.",,,,,,,,,,Münchener Studien zur Sprachwissenschaft,,,,False,False,
678,"Derksen, Rick. 1996. Metatony in Baltic Amsterdam: Rodopi.",,,,,,,,,,,Metatony in Baltic,book,,,1996,Derksen 1996,"Derksen, Rick",,,Rodopi,,,,,,,,Amsterdam,,,False,False,
679,"Schrijver, Peter. 1991. The Reflexes of the Proto-Indo-European Laryngeals in Latin Amsterdam: Rodopi.",,,,,,,,,,,The Reflexes of the Proto-Indo-European Laryngeals in Latin,book,,,1991,Schrijver 1991,"Schrijver, Peter",,,Rodopi,,,,,,,,Amsterdam,,,False,False,
680,"MacKenzie, David Neil. 1990. The Khwarezmian Element in the Qunyat al-Munya London: School of Oriental and African Studies.",,,,,,,,,,,The Khwarezmian Element in the Qunyat al-Munya,book,,,1990,MacKenzie 1990,"MacKenzie, David Neil",,,School of Oriental and African Studies,,,,,,,,London,,,False,False,
681,"Henning, Walter Bruno & David Neil MacKenzie. 1971. A Fragment of a Khwarezmian Dictionary London: Tehran University.",,,,,,,,,,,A Fragment of a Khwarezmian Dictionary,book,,,1971,Henning 1971,"Henning, Walter Bruno","MacKenzie, David Neil",,Tehran University,,,,,,,,London,,,False,False,
682,"Meiser, Gerhard. 1986. Lautgeschichte der Umbrischen Sprache Innsbruck: Institut für Sprachwissenschaft der Universität Innsbruck.",,,,,,,,,,,Lautgeschichte der Umbrischen Sprache,book,,,1986,Meiser 1986,"Meiser, Gerhard",,,Institut für Sprachen und Literaturen der Universität Innsbruck,,,,,,,,Innsbruck,,,False,False,
683,"Kortlandt, Frederik. 1992. The Germanic Fifth Class of Strong Verbs. North-Western European Language Evolution 19.101-07.",,,,,,,,,,101-107,The Germanic Fifth Class of Strong Verbs,article,,19,1992,Kortlandt 1992,"Kortlandt, Frederik",,,,,,,,,,North-Western European Language Evolution,,,,False,False,
684,"Hyllested, Adam. 2012. Albanian hundë 'nose' and Faroese, SW Norwegian skon 'snout'. Proceedings of the 23rd Annual UCLA Indo-European Conference, ed. by S.W. Jamison, H.C. Melchert & B. Vine, 73-81. Bremen: Hempen Verlag.",,,Proceedings of the 23rd Annual UCLA Indo-European Conference,,,,,,,73-81,"Albanian hundë 'nose' and Faroese, SW Norwegian skon 'snout'",inbook,,,2012,Hyllested 2012,"Hyllested, Adam","Jamison, Stephanie W., Melchert, H. Craig, & Vine, Brent",,Hempen Verlag,,,,,,,,Bremen,,,False,False,
685,"Normier, Rudolf. 1980. Nochmals zu *sor-. Indogermanische Forschungen 85.43-80.",,,,,,,,,,43-80,Nochmals zu *sor-,article,,85,1980,Normier 1980,"Normier, Rudolf",,,,,,,,,,Indogermanische Forschungen,,,,False,False,
686,"Smoczyński, Wojciech. 2005. Lexikon der altpreussischen Verben Innsbruck: Institut für Sprachen und Literaturen der Universität Innsbruck.",,,,,,,,,,,Lexikon der altpreussischen Verben,book,,,2005,Smoczyński 2005,"Smoczyński, Wojciech",,,Institut für Sprachen und Literaturen der Universität Innsbruck,,,,,,,,Innsbruck,,,False,False,
687,Rohr 2000,,,,,,,,,,,Etymologisches Wörterbuch des Arbresh in Acquaformosa,book,,,2000,Rohr 2000,"Rohr, Rupprecht",,,,,,,,,3861379627,,,,Nach den Aufzeichnungen des AIS (Punkt 751),False,False,
688,ADGjSh,,,,,,,,,Univ. degli Studi di Napoli,,Atlasi Dialektologjik i Gjuhës Shqipe,book,,,2007-2008,ADGjSh,Instituti i Gjuhësisë dhe i Letërsisë <Tirana>,,,,,,,,,9788895044187,,,,,False,False,
689,"Schindler, Jochem. 1977. A Thorny Problem. Die Sprache 23.25-35.",,,,,,,,,,25-35,A Thorny Problem,article,,23,1977,Schindler 1977,"Schindler, Jochem",,,,,,,,,,Die Sprache,,,,False,False,
690,"Melchert, H. Craig. 2011. The PIE Verb for 'pour' and Medial *h₃ in Anatolian. Proceedings of the 22nd Annual UCLA Indo-European Conference, ed. by S.W. Jamison, H.C. Melchert & B. Vine, 127-32. Bremen: Hempen Verlag.",,,Proceedings of the 22nd Annual UCLA Indo-European Conference,,,,,,,127-132,The PIE Verb for 'pour' and Medial *h₃ in Anatolian,inbook,,,2011,Melchert 2011,"Melchert, H. Craig","Jamison, Stephanie W., Melchert, H. Craig, and Vine, Brent",,Hempen Verlag,,,,,,,,Bremen,,,False,False,
691,"Mayrhofer, Manfred. 1986. 2. Halbband: Lautlehre [Segementale Phonologie des Indogermanischen]. Indogermanische Grammatik. Band I: 1. Halbband: Einleitung. 2. Halbband: Lautlehre [Segmentale Phonologie des Indogermanischen], 73-216. Heidelberg: Carl Winter Universitätsverlag.",,,,,,,,,,73-216,Indogermanische Grammatik. Band I: 1. Halbband: Einleitung. 2. Halbband: Lautlehre [Segmentale Phonologie des Indogermanischen],book,,,1986,Mayrhofer 1986,"Mayrhofer, Manfred",,,Carl Winter Universitätsverlag,,,,,,,,Heidelberg,,,False,False,
692,"Melchert, H. Craig. 1989. PIE 'dog' in Hittite? Münchener Studien zur Sprachwissenschaft 50.97-101.",,,,,,,,,,97-101,PIE 'dog' in Hittite?,article,,50,1989,Melchert 1989,"Melchert, H. Craig",,,,,,,,,,Münchener Studien zur Sprachwissenschaft,,,,False,False,
693,"Pooth, Roland A. 2015. Gr. ἔρι-, Ved. ²r̥ und ari-, die uridg. Wurzel *h₁er- ~ *h₁ar- und uridg. *h₁ér- ~ *h₁ár- ‚Widder, Schafbock‘. Historische Sprachforschung 128.94-122.",,,,,,,,,,94-122,"Gr. ἔρι-, Ved. ²r̥ und ari-, die uridg. Wurzel *h₁er- ~ *h₁ar- und uridg. *h₁ér- ~ *h₁ár- ‚Widder, Schafbock‘",article,,128,2015,Pooth 2015,"Pooth, Roland",,,,,,,,,,Historische Sprachforschung,,,,False,False,
694,Rohlfs 1977,,,,,,,,,,,Nuovo dizionario dialettale della Calabria (con repertorio italo-calabro),book,,,1977,Rohlfs 1977,"Rohlfs, Gerhard",,,,,,,,,,,,,,False,False,
695,"Ringe, Donald A. 1996. On the Chronology of Sound Changes in Tocharian. Volume 1: From Proto-Indo-European to Proto-Tocharian New Haven: American Oriental Society.",,,,,,,,,,,On the Chronology of Sound Changes in Tocharian. Volume 1: From Proto-Indo-European to Proto-Tocharian,book,,,1996,Ringe 1996,"Ringe, Donald A.",,,American Oriental Society,,,,,,,,New Haven,,,False,False,
696,"Watkins, Calvert. 1987. How to Kill A Dragon in Indo-European. Studies in Memory of Warren Cowgill (1929-1985): Papers from the Fourth East Coast Indo-European Conference, Cornell University, June 6–9, 1985, ed. by C. Watkins, 270-99. Berlin: Walter de Gruyter.",,,"Studies in Memory of Warren Cowgill (1929-1985): Papers from the Fourth East Coast Indo-European Conference, Cornell University, June 6–9, 1985",,,,,,,270-299,How to Kill a Dragon in Indo-European,inbook,,,1987,Watkins 1987,"Watkins, Calvert","Watkins, Calvert",,Walter de Gruyter,,,,,,,,Berlin,,,False,False,
697,"Heidermanns, Frank. 1993. Etymologisches Wörterbuch der germanischen Primäradjektive Berlin: Walter de Gruyter.",,,,,,,,,,,Etymologisches Wörterbuch der germanischen Primäradjektive,book,,,1993,Heidermanns 1993,"Heidermanns, Frank",,,Walter de Gruyter,,,,,,,,Berlin,,,False,False,
698,"Faltings, Volkert F. 2010. Wörterbuch der friesischen Adjektiva Berlin: De Gruyter.",,,,,,,,,,,Etymologisches Wörterbuch der friesischen Adjektiva,book,,,2010,Faltings 2010,"Faltings, Volkert F.",,,De Gruyter,,,,,,,,Berlin,,,False,False,
699,"Puhvel, Jaan. 2017. Hittite Etymological Dictionary. Volume 10: Words Beginning with SA Berlin: De Gruyter Mouton.",,,,,,,,,,,Hittite Etymological Dictionary. Volume 10: Words Beginning with SA,book,,,2017,HED SA,"Puhvel, Jaan",,,De Gruyter Mouton,,,,,,,,Berlin,,,False,False,
700,"Weiss, Michael. 1994. Life Everlasting: Latin iūgis ""everflowing"", Greek ὑγιής ""healthy"", Gothic ajukdūþs ""eternity"" and Avestan yauuaēǰī ""living forever"". Münchener Studien zur Sprachwissenschaft 55.131-56.",,,,,,,,,,131-156,"Life Everlasting: Latin iūgis ""everflowing"", Greek ὑγιής ""healthy"", Gothic ajukdūþs ""eternity"" and Avestan yauuaēǰī ""living forever""",article,,55,1995,Weiss 1994,"Weiss, Michael",,,,,,,,,,Münchener Studien zur Sprachwissenschaft,,,,False,False,
701,Iranian elements in Khowar,,,,,,,,,,,Iranian elements in Khowar,article,,,1936,Morgenstierne 1936,"Morgenstierne, Georg",,,,,,,,,,,,,,False,False,
702,"Beekes, Robert S. P. 2004. Armenian gišer and the Indo-European Word for 'Evening'. Per aspera ad asteriscos: studia Indogemanica in honorem Jens Elmegård Rasmussen sexagenarii Idibus Martiis anno MMIV, ed. by A. Hyllested, A.R. Jørgensen, J.H. Larsson & T. Olander, 59-62. Innsbruck: Institut für Sprachen und Literaturen der Universität Innsbruck.",,,Per aspera ad asteriscos: studia Indogemanica in honorem Jens Elmegård Rasmussen sexagenarii Idibus Martiis anno MMIV,,,,,,,59-62,Armenian gišer and the Indo-European Word for 'Evening',inbook,,,2004,Beekes 2004,"Beekes, Robert S. P.","Hyllested, Adam; Jørgensen, Anders Richardt; Larsson, Jenny Helena; Olander, Thomas",,Institut für Sprachen und Literaturen der Universität Innsbruck,,,,,,,,Innsbruck,,,False,False,
703,"Ringe, Donald A. 2017. From Proto-Indo-European to Proto-Germanic (2nd ed.) Oxford: Oxford University Press.",,,,,,,,,,,From Proto-Indo-European to Proto-Germanic (Second Edition),book,,,2017,Ringe 2017,"Ringe, Donald A.",,,Oxford University Press,,,,,,,,Oxford,,,False,False,
704,"Kortlandt, Frederik. 1994. The etymology of Latvian nãkt 'to come'. Linguistica Baltica 3.191-93.",,,,,,,Reprinted in Baltica & Balto-Slavica pp.181-182,,,191-193,The etymology of Latvian nãkt 'to come',book,,3,1994,Kortlandt 1994,"Kortlandt, Frederik",,,,,,,,,,Linguistica Baltica,,,,False,False,
705,Szemerényi 1951,,,,,,,,101,,197-219,Iranica,article,,,1951,Szemerényi 1951,"Szemerényi, Oswald",,,,,,,,,,Zeitschrift der Deutschen Morgenländischen Gesellschaft,,,,False,False,"Included because of the treatment of Sogdian wcny, wtšny 'old' which he derives from *watuša- < *wetuso-, p. 204-5."
706,"Lubotsky, Alexander. 1994. RV. ávidhat. Früh-, Mittel-, Spätindogermanisch. Akten der IX. Fachtagung der Indogermanischen Gesellschaft vom 5. bis 9. Oktober in Zürich., ed. by G. Dunkel, G. Meyer, S. Scarlata & C. Seidl, 201-06. Wiesbaden: Dr. Ludwig Reichert Verlag.",,,"Früh-, Mittel-, Spätindogermanisch. Akten der IX. Fachtagung der Indogermanischen Gesellschaft vom 5. bis 9. Oktober in Zürich.",,,,,,,201-206,RV. ávidhat,inbook,,,1994,Lubotsky 1994,"Lubotsky, Alexander","Dunkel, George; Meyer, Gisela; Scarlata, Salvatore; and Seidl, Christian",,Dr. Ludwig Reichert Verlag,,,,,,,,Wiesbaden,,,False,False,
707,"Gąsiorowski, Piotr. 2006. The etymology of Old English *docga. Indogermanische Forschungen 111.275-84.",,,,,,,,,,275-284,The etymology of Old English *docga,article,,111,2006,Gąsiorowski 2006,"Gąsiorowski, Piotr",,,,,,,,,,Indogermanische Forschungen,,,,False,False,
708,"Buchi, Éva/Schweickard, Wolfgang (dir.), Dictionnaire Étymologique Roman (DÉRom), Nancy, ATILF, <http://www.atilf.fr/DERom>, 2008–.",,,,,,,"Also articles available in two print volumes: Vol. 1 (2014), and Vol. 2 (2016).",,,,Dictionnaire Étymologique Roman (DÉRom),online,,,2008–,DÉRom,,"Buchi, Éva, & Schweickard, Wolfgang",,ATILF,,,,,,,,Nancy,,,False,False,
709,"Beekes, Robert S. P. 1998. The origin of Lat. aqua and of *teutā 'people. Journal of Indo-European Studies 26.459-66.",,,,,,,,,,459-466,The origin of Lat. aqua and of *teutā 'people,article,,26,1998,Beekes 1998,"Beekes, Robert S. P.",,,,,,,,,,Journal of Indo-European Studies,,,,False,False,
710,"Willi, Andreas. 2004. Flowing Riches: Greek ἄφενος and Indo-European Streams. Indo-European Perspectives: Studies in Honour of Anna Morpurgo Davies, ed. by J.H.W. Penney, 323-37. Oxford: Oxford University Press.",,,Indo-European Perspectives: Studies in Honour of Anna Morpurgo Davies,,,,,,,323-337,Flowing Riches: Greek ἄφενος and Indo-European Streams,inbook,,,2004,Willi 2004,"Willi, Andreas","Penney, John H. W.",,Oxford University Press,,,,,,,,Oxford,,,False,False,
711,"Watkins, Calvert. 1973. 'River' in Celtic and Indo-European. Ériu 24.80-89.",,,,,,,,,,80-89,'River' in Celtic and Indo-European,article,,24,1973,Watkins 1973,"Watkins, Calvert",,,,,,,,,,Ériu,,,,False,False,
712,"Solmsen, Felix. 1904. Beiträge zur geschichte der lateinischen sprache. Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen 37.1-26.",,,,,,,,,,1-26,Beiträge zur geschichte der lateinischen sprache,article,,37,1904,Solmsen 1904,"Solmsen, Felix",,,,,,,,,,Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen,,,,False,False,
713,"Melchert, H. Craig. 2007. Hittite ḫuu̯app-, ḫū̆ppā(i)- and ḫuppii̯a-. Tabularia Hethaeorum: Hethitologische Beiträge Silvin Košak zum 65. Geburtstag, ed. by D. Groddek & M. Zorman, 513-19. Wiesbaden: Harrassowitz Verlag.",,,Tabularia Hethaeorum: Hethitologische Beiträge Silvin Košak zum 65. Geburtstag,,,,,,,513-519,"Hittite ḫuu̯app-, ḫū̆ppā(i)- and ḫuppii̯a-",inbook,,,2007,Melchert 2007,"Melchert, H. Craig","Groddek, Detlev & Zorman, Maria",,Harrassowitz Verlag,,,,,,,,Wiesbaden,,,False,False,
714,"Juret, A. 1942. Vocabulaire étymologique de la langue hittite Limoges: Imprimerie A. Bontemps.",,,Vocabulaire étymologique de la langue hittite,,,,,,,,Vocabulaire étymologique de la langue hittite,book,,,1942,Juret 1942,"Juret, A.",,,Imprimerie A. Bontemps,,,,,,,,Limoges,,,False,False,
715,"Solmsen, Felix. 1909. Beiträge zur griechischen Wortforschung Strassburg: Karl J. Trübner.",,,,,,,,,,,Beiträge zur griechischen Wortforschung,book,,,1909,Solmsen 1909,"Solmsen, Felix",,,Karl J. Trübner,,,,,,,,Strassburg,,,False,False,
716,"Beekes, Robert S. P. 1996. Ancient European Loanwords. Historische Sprachforschung 109.215-36.",,,,,,,,,,215-236,Ancient European Loanwords,article,,109,1996,Beekes 1996,"Beekes, Robert S. P.",,,,,,,,,,Historische Sprachforschung,,,,False,False,
717,"Pinault, Georges-Jean. 1979. Grec ἀγαθός. Münchener Studien zur Sprachwissenschaft 38.165-70.",,,,,,,,,,165-170,Grec ἀγαθός,article,,38,1979,Pinault 1979,"Pinault, Georges-Jean",,,,,,,,,,Münchener Studien zur Sprachwissenschaft,,,,False,False,
718,"Chadwick, John. 1976. The Etymology of Greek πάλαι. Glotta 54.68-71.",,,,,,,,,,68-71,The Etymology of Greek πάλαι,article,,54,1976,Chadwick 1976,"Chadwick, John",,,,,,,,,,Glotta,,,,False,False,
719,"Vine, Brent. 1999. On 'Cowgill's Law' in Greek. Compositiones indogermanicae in memoriam Jochem Schindler, ed. by H. Eichner & H.C. Luschützsky, 555-600. Praha: Enigma Corporation.",,,Compositiones indogermanicae in memoriam Jochem Schindler,,,,,,,555-600,On 'Cowgill's Law' in Greek,inbook,,,1999,Vine 1999a,"Vine, Brent","Eichner, Heiner & Luschützsky, Hans Christian",,Enigma Corporation,,,,,,,,Praha,,,False,False,
720,"Benveniste, Émile. 1935. Origines de la formation des noms en indo-européen Paris: Maisonneuve.",,,,,,,,,,,Origines de la formation des noms en indo-européen,book,,,1935,Benveniste 1935,"Benveniste, Émile",,,Maisonneuve,,,,,,,,Paris,,,False,False,
721,"Nikolaev, Alexander. 2010. Time to Gather Stones Together: Greek λᾶας and its Indo-European Background. Proceedings of the 21st Annual UCLA Indo-European Conference, ed. by S.W. Jamison, H.C. Melchert & B. Vine, 189-206. Bremen: Hempen Verlag.",,,Proceedings of the 21st Annual UCLA Indo-European Conference,,,,,,,189-206,Time to Gather Stones Together: Greek λᾶας and its Indo-European Background,inbook,,,2010,Nikolaev 2010,"Nikolaev, Alexander","Jamison, Stephanie W., Melchert, H. Craig, & Vine, Brent",,Hempen Verlag,,,,,,,,Bremen,,,False,False,
